Date,0_sum,1_sum,2_sum,3_sum,4_sum,5_sum,6_sum,7_sum,8_sum,9_sum,10_sum,11_sum,12_sum,13_sum,14_sum,15_sum,16_sum,17_sum,18_sum,19_sum
2017-01-20,0.04166801646351814,0.04166801832616329,0.21666239574551582,0.04166801646351814,0.5825144983828068,0.04166801646351814,0.04166801832616329,0.7083139214664698,0.6143689788877964,0.2751857824623585,0.6263065822422504,0.3329875189810991,0.04166801646351814,2.0558801777660847,0.23494759574532506,0.04166801646351814,1.3107128646224737,0.34456219151616096,2.2766349874436855,0.04166801646351814
2017-01-21,0.4672999978065491,0.0,0.11824816465377808,0.0,0.3049132823944092,0.4228298217058182,0.0,0.0,0.340703509747982,0.2808322012424469,0.0,0.32048795372247696,0.12119217216968535,0.0,0.0,0.0,0.0,0.40984612703323364,0.0,0.0
2017-01-22,0.2663622200489044,0.0,0.6566705256700516,0.0,0.15205825865268707,0.2360159605741501,0.18131959438323972,0.5772696435451508,0.0,0.0,0.0,0.0,0.31944385170936584,0.0,0.21449516713619232,0.0,0.15548540651798248,0.0,0.17431090772151947,0.7534510344266891
2017-01-23,0.12132622301578523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08748762309551239,0.18249070644378665,0.19838827848434448,0.0,0.0,0.0,0.2534665167331696,0.0,0.0,0.09850090742111206,0.0,0.0
2017-01-24,0.11437906790524721,0.010000412352383137,0.010000412352383137,0.010000412352383137,0.24644071329385045,0.39290574658662086,0.010000412352383137,0.4402922838926316,0.4962123781442642,0.27301729191094637,0.010000412352383137,0.44575965870171785,0.010000412352383137,0.30548980832099915,0.4479277776554227,0.010000412352383137,0.010000412352383137,0.010000412352383137,0.44893706310540443,0.010000412352383137
2017-01-25,0.24081405997276306,0.33826489746570587,0.0,0.10684548318386078,0.6647403836250305,0.6137404441833496,0.2729571908712387,0.38242739439010615,0.2928583025932312,0.0,0.0,0.43915599584579473,0.8611562699079514,0.1312445104122162,0.6913613677024841,0.0,0.0,0.5215052515268326,0.9139241576194763,0.8209850788116456
2017-01-26,0.5792613523080945,0.010000233538448809,0.13084915000945327,0.9359053717926145,0.1335010128095746,1.4087179005146027,0.010000233538448809,0.46821141708642244,0.15999301243573427,1.1608827160671353,1.4943764256313443,0.21095921657979488,0.5288649844005704,1.3732285723090172,0.2853468181565404,0.34104493726044893,0.010000233538448809,0.010000233538448809,0.3397460775449872,0.4499714570119977
2017-01-27,1.047929147258401,0.04166838247328997,0.04166838247328997,0.04166838247328997,0.04166838247328997,1.005219099111855,0.04166838247328997,0.15245958883315325,0.21561811771243813,0.34755065757781267,0.5053496630862355,0.49116230104118586,0.14147367794066668,0.04166838247328997,0.4041021438315511,0.04166838247328997,0.357149806804955,0.7083327947184443,0.906752553768456,0.04166838247328997
2017-01-28,0.02000099327415228,0.6882104929536581,0.02000099327415228,0.1241954332217574,0.19782087113708258,0.22000365797430274,0.21997972670942542,0.5616502817720175,0.02000099327415228,0.02000099327415228,0.02000099327415228,0.02000099327415228,1.4341944744810462,0.42000832501798874,0.02000099327415228,0.02000099327415228,0.02000099327415228,0.02000099327415228,0.2617923077195883,0.43867702689021826
2017-01-29,0.20424402225762603,0.010000561363995077,0.4732735874131322,0.010000561363995077,0.5127022014930844,0.41863423585891724,0.2099794149398804,0.8079766081646086,0.18498777318745852,0.010000561363995077,0.2581045823171735,0.14122346509248018,0.516272340901196,1.0481114089488983,0.010000561363995077,0.010000561363995077,0.6005094395950437,0.127306473441422,0.26489769387990236,0.6627134429290891
