0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Date
0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.6833275556564331,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,0.016666971147060394,2019-10-30
0.0,0.0,0.0,0.16075874865055084,0.0,0.0,0.0,0.0,0.0,0.5514162182807922,0.0,0.0,0.0,0.0,0.0,0.1663786917924881,0.0,0.0,0.0,0.0,2019-10-30
0.0,0.2287740856409073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12036335468292236,0.5735853314399719,2019-10-30
0.1750098615884781,0.0,0.0,0.0,0.0,0.0,0.0,0.17927952110767365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5040247440338135,2019-10-30
0.0,0.13125351071357727,0.0,0.0,0.0,0.13123025000095367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38127028942108154,0.0,0.0,0.0,0.0,0.25623589754104614,2019-10-30
0.0,0.19327835738658905,0.0,0.0,0.34219154715538025,0.1795412302017212,0.0,0.0,0.10499200969934464,0.0,0.0,0.10498956590890884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-10-30
0.14402329921722412,0.0,0.0,0.23480604588985443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3567086160182953,0.0,0.0,0.0,0.15016499161720276,0.0,2019-10-30
0.0,0.0,0.0,0.17499934136867523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3416720926761627,0.0,0.0,0.17498478293418884,0.0,0.17499932646751404,2019-10-30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292233347892761,0.0,0.0,0.0,0.0,0.0,0.16185219585895538,0.18810303509235382,0.0,0.0,0.0,0.0,0.1874692291021347,2019-10-30
0.0,0.0,0.0,0.0,0.3925381004810333,0.0,0.25799015164375305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2280389964580536,2019-10-30
0.08646313846111298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8443042635917664,0.0,0.0,0.0,2019-10-30
0.0,0.28968727588653564,0.0,0.06812287867069244,0.0,0.0,0.0,0.06600371748209,0.0,0.0,0.0,0.04721476137638092,0.04590505361557007,0.0,0.0,0.0,0.0,0.0,0.0,0.452627956867218,2019-10-29
0.0,0.0,0.0,0.0,0.0,0.0,0.06457337737083435,0.07713610678911209,0.11449331045150757,0.15475578606128693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10937511920928955,0.44466060400009155,2019-10-29
