Date,Unnamed: 0_sum,sentiment_sum
2019-03-14,64311,-3.218333333333333
2019-03-15,64142,-0.3500000000000001
2019-03-16,98350,-2.2766666666666664
2019-03-17,151652,-6.724999999999999
2019-03-18,63310,0.4049999999999999
2019-03-19,53438,-0.6275
2019-03-20,53317,1.9249999999999994
2019-03-21,33866,1.6166666666666667
2019-03-22,72405,5.415
2019-03-24,14454,2.2
2019-03-25,43308,1.29
2019-03-26,76792,-1.455555555555556
2019-03-27,52646,-0.65
2019-03-28,62062,-1.2699999999999996
2019-03-29,61893,5.276666666666666
2019-03-30,23760,-0.8488095238095239
2019-03-31,14244,-0.7833333333333333
2019-04-01,37940,-0.7333333333333334
2019-04-02,80410,0.5166666666666667
2019-04-03,18878,1.55
2019-04-04,47125,-0.017857142857142905
2019-04-05,93950,7.461666666666668
2019-04-06,98217,-3.326666666666667
2019-04-07,27981,2.3833333333333333
2019-04-08,46555,0.16666666666666646
2019-04-09,78914,-1.1102230246251565e-16
2019-04-10,55530,1.2166666666666668
2019-04-11,50776,-0.20833333333333326
2019-04-12,64449,0.4666666666666667
2019-04-13,77996,3.326190476190477
2019-04-14,41175,1.1066666666666665
2019-04-15,95760,2.105952380952381
2019-04-16,27279,-0.29500000000000004
2019-04-17,49918,-0.2664285714285715
2019-04-18,90450,-0.95
2019-04-19,72072,-4.617777777777778
2019-04-20,76296,2.04
2019-04-21,58149,-0.20500000000000007
2019-04-22,186711,-8.328571428571433
2019-04-23,83885,3.0666666666666673
2019-04-24,74749,1.3916666666666666
2019-04-25,91938,-4.10095238095238
2019-04-26,52338,2.8
2019-04-27,43505,1.4583333333333337
2019-04-28,34732,-1.6166666666666665
2019-04-29,47652,-0.7605555555555557
2019-04-30,47531,-0.13333333333333353
2019-05-01,291142,4.641666666666667
2019-05-02,101652,0.03833333333333311
2019-05-03,88473,1.656666666666667
2019-05-04,96393,0.6919047619047618
2019-05-05,124935,2.7000000000000006
2019-05-06,57995,2.7249999999999996
2019-05-07,12402,0.9666666666666667
2019-05-08,156313,-0.00833333333333286
2019-05-09,24549,0.6916666666666668
2019-05-10,166788,12.93690476190476
2019-05-11,284852,-14.989285714285714
2019-05-12,114898,-9.57380952380952
2019-05-13,114057,-0.8559523809523815
2019-05-14,62568,7.133333333333334
2019-05-15,31188,4.746666666666667
2019-05-16,38895,0.21999999999999997
2019-05-17,58155,0.6571428571428573
2019-05-18,54075,1.7666666666666666
2019-05-19,69237,1.8609523809523818
2019-05-20,72732,-2.3049999999999997
2019-05-21,60968,5.516666666666667
2019-05-22,132475,-3.2433333333333336
2019-05-23,52647,-0.8792857142857148
2019-05-24,104706,-0.1466666666666666
2019-05-25,74310,0.42214285714285726
2019-05-26,44394,5.6000000000000005
2019-05-27,66321,2.3083333333333327
2019-05-28,33039,0.45999999999999985
2019-05-29,29300,1.8833333333333333
2019-05-30,72970,-2.7000000000000006
2019-05-31,54465,-0.9595238095238094
2019-06-01,79475,8.020238095238096
2019-06-02,53910,-4.076190476190477
2019-06-03,75096,3.5966666666666667
2019-06-04,24934,0.95
2019-06-05,53265,-2.7221428571428574
2019-06-06,38918,2.319047619047619
2019-06-07,56392,-1.4566666666666663
2019-06-08,45630,4.08
2019-06-09,101181,-6.458888888888889
2019-06-10,58922,-1.908333333333333
2019-06-11,72387,-2.543333333333334
2019-06-12,30888,-0.04000000000000015
2019-06-13,126133,3.7940476190476184
2019-06-14,47369,4.9
2019-06-15,124246,-3.95
2019-06-16,79860,1.9189285714285713
2019-06-17,29799,1.9550000000000003
2019-06-18,52776,2.4483333333333324
2019-06-19,49245,3.333333333333333
2019-06-20,19635,0.65
2019-06-21,22862,-3.835238095238095
2019-06-22,65050,5.191666666666667
2019-06-23,9723,1.0666666666666667
2019-06-24,48480,-2.5250000000000004
2019-06-25,41834,-0.5267857142857142
2019-06-26,143505,1.0250000000000012
2019-06-27,34771,-0.5400000000000001
2019-06-28,18915,0.7833333333333333
2019-06-29,28305,6.033333333333334
2019-06-30,12554,1.5099999999999998
2019-07-01,59413,6.183333333333333
2019-07-02,49752,3.4875
2019-07-03,55665,1.975
2019-07-04,40001,3.4166666666666665
2019-07-05,115957,8.891666666666667
2019-07-06,57437,0.46190476190476204
2019-07-07,42091,-2.8583333333333325
2019-07-08,38909,-1.393333333333333
2019-07-09,41713,3.715
2019-07-10,65153,2.2300000000000004
2019-07-11,93904,2.695714285714286
2019-07-12,156141,11.529999999999996
2019-07-13,113780,-6.593333333333331
2019-07-14,87079,10.103333333333332
2019-07-15,50121,-6.2444444444444445
2019-07-16,33234,1.0325000000000002
2019-07-17,38591,-1.2166666666666666
2019-07-18,38395,3.4210714285714285
2019-07-19,68075,-1.4849999999999999
2019-07-20,83545,3.833333333333333
2019-07-21,26745,3.796666666666667
2019-07-22,55839,-3.482499999999999
2019-07-23,52770,-1.58
2019-07-24,88791,-2.1666666666666665
2019-07-25,67119,10.616666666666667
2019-07-26,40968,-0.4499999999999998
2019-07-27,30558,-5.156666666666666
2019-07-28,60684,-1.1850000000000005
2019-07-29,60108,-2.775000000000001
2019-07-30,71862,2.1350000000000007
2019-07-31,46626,-2.0216666666666665
2019-08-01,38984,4.140000000000001
2019-08-02,31486,2.8
2019-08-03,36120,-5.48452380952381
2019-08-04,21564,-0.6380952380952383
2019-08-05,26246,-4.642499999999999
2019-08-06,42687,1.3733333333333335
2019-08-07,49392,-1.0008333333333335
2019-08-08,41985,2.318095238095238
2019-08-09,20871,0.4916666666666665
2019-08-10,25399,-2.055952380952381
2019-08-11,11505,-0.3500000000000002
2019-08-12,43491,-1.2166666666666668
2019-08-13,88140,-0.0666666666666671
2019-08-14,55700,2.498333333333333
2019-08-15,72567,-2.5549999999999997
2019-08-16,54250,4.203333333333333
2019-08-17,72777,2.8666666666666663
2019-08-18,29631,0.9880952380952384
2019-08-19,39900,1.672619047619048
2019-08-20,72555,10.45666666666667
2019-08-21,49044,0.7449999999999999
2019-08-22,24306,6.037499999999999
2019-08-23,91839,4.196666666666665
2019-08-24,68460,4.1916666666666655
2019-08-25,71040,4.135714285714285
2019-08-26,24635,2.416666666666666
2019-08-27,35701,-1.4833333333333332
2019-08-28,27930,-4.973333333333334
2019-08-29,27705,-0.5595238095238095
2019-08-30,43860,-1.0350000000000001
2019-08-31,108885,10.144166666666672
2019-09-01,59075,-5.17
2019-09-02,56232,-0.13499999999999968
2019-09-03,36883,-6.654999999999999
2019-09-04,41325,-4.866666666666666
2019-09-05,48765,-0.7416666666666665
2019-09-06,41535,2.278571428571428
2019-09-07,42417,6.205714285714285
2019-09-08,13977,0.738095238095238
2019-09-09,55098,8.588333333333333
2019-09-10,38987,8.608333333333333
2019-09-11,48510,5.216666666666668
2019-09-12,37453,1.7
2019-09-13,22712,2.963333333333333
2019-09-14,32200,3.7277777777777783
2019-09-15,24831,1.0309523809523808
2019-09-16,42005,2.4466666666666663
2019-09-17,16002,2.3178571428571426
2019-09-18,56158,2.3916666666666675
2019-09-19,8967,0.8333333333333335
2019-09-20,20312,2.1049999999999995
2019-09-21,23788,-4.2749999999999995
2019-09-22,23427,-1.7699999999999998
2019-09-23,15821,-2.0999999999999996
2019-09-24,24010,5.818333333333333
2019-09-25,43364,-4.22857142857143
2019-09-26,61930,-4.5683333333333325
2019-09-27,26076,-2.5275000000000003
2019-09-28,21290,3.0500000000000007
2019-09-29,63457,-15.239285714285712
2019-09-30,34125,0.6466666666666667
2019-10-01,28275,4.1850000000000005
2019-10-02,21068,-3.2550000000000012
2019-10-03,37107,4.908333333333334
2019-10-04,30402,-2.2733333333333343
2019-10-05,36180,-7.058333333333334
2019-10-06,33418,-2.008333333333333
2019-10-07,18837,-8.608333333333334
2019-10-08,34986,-2.1416666666666675
2019-10-09,31164,3.141666666666666
2019-10-10,14388,-4.291666666666667
2019-10-11,29198,8.824999999999998
2019-10-12,14602,-0.28166666666666673
2019-10-13,11892,-1.3230952380952374
2019-10-14,15861,-2.328333333333333
2019-10-15,6630,1.8866666666666665
2019-10-16,10550,2.883333333333333
2019-10-17,12592,-1.568333333333333
2019-10-18,8063,-1.348571428571429
2019-10-19,18040,-7.286111111111111
2019-10-20,6369,-0.07499999999999973
2019-10-21,4851,1.7642857142857142
2019-10-22,9840,-3.123333333333333
2019-10-23,9212,-1.7222222222222217
2019-10-24,2475,4.500000000000001
2019-10-25,5733,0.5566666666666669
2019-10-26,3510,-0.8295238095238102
2019-10-27,532,2.033333333333333
2019-10-28,917,-0.6999999999999998
2019-10-29,1656,-9.75047619047619
2019-10-30,55,-3.549999999999999
