"","DE.Adjusted","SOYB.Adjusted","CORN.Adjusted","BBY.Adjusted","IRBT.Adjusted","BBBY.Adjusted","FDP.Adjusted","M.Adjusted","JCP.Adjusted","NVDA.Adjusted","GM.Adjusted","AMD.Adjusted","AAPL.Adjusted","MU.Adjusted","CAT.Adjusted","PPG.Adjusted","HOG.Adjusted","DJI.Adjusted","NYA.Adjusted","IXIC.Adjusted","BZUN.Adjusted","BABA.Adjusted","MOMO.Adjusted","PDD.Adjusted","combined","date"
"1","0.108367103648229","0.175517102589824","0.151822668154071","0.127711078608503","0.115819211399808","0.0751544876956121","0.0322155612525452","0.0705892616630446","0.0250711425759533","0.0833078916007663","0.595988788739736","0","-0.00606040416986353","-0.0347207135675949","-0.0271940001279347","0.298364567131216","0.0726247094417682","0.0328031711910914","0.167055951088151","0.0766862028786908","-0.0219934564601587","0.111836429023354","0.264410142308683",NA,"0.100341110094897","2017-01-04"
"2","0.0398845521194144","0.09376231282928","0.0916062792727966","-0.00768675144205599","0.0256240951498607","0.00772842366337378","0.0207290353609462","-0.272286628894402","-0.0436785935165394","-0.00478670597878561","0.192305467847393","-0.0200440118298335","0.0106966182620776","-0.0404291885225689","-0.0321470216832849","0.0275604751153118","0.0396438348508571","0.00476516631424206","0.0845659418755917","0.0470496473476836","0.0217072405406711","0.165410742289838","0.302206028665815",NA,"0.0389642715483347","2017-01-05"
"3","0.0545153203069086","-0.0438323801285525","0.0143722817463506","0.00448329122266922","0.0279649459052416","-0.0132009775170044","-0.0439439528860298","-0.138809771105619","-0.0501110396699972","0.0215894833685684","0.0348435847696077","-0.00154147072155486","0.0353505486800031","-0.0267205998423349","-0.0147683249679934","0.0115502540555223","-0.0108464542670765","0.0198833787965486","0.0331931979019624","0.0497780295775901","0.0194319905295672","0.069335953554842","0.131737958880766",NA,"0.0200910691039656","2017-01-06"
"4","-0.0121972946313195","0.0296631338881424","0.0292053753752865","0.0384534279212179","-0.0228591553919908","-0.0119216732574788","-0.0137580378631291","-0.0935610375921086","-0.063784578429132","0.0825748232812322","0.0205029528144128","0.0170533162568419","0.0423498863594177","0.0143784498687334","-0.0293248824947565","0.0620700264391253","-0.0590742180832912","-0.0107957764664716","-0.0448419442003637","0.0333840367696364","0.00971599526478362","0.0577429955186946","0.179985066853986",NA,"0.00236282956636355","2017-01-09"
"5","-0.0152732896362189","0.0659543118994331","-0.00741654681446795","0.0518492631534465","0.0362675892591042","0.00372607922007771","0.00725466642563297","-0.0576080424296304","-0.0520303414653587","0.0275987513647328","0.212915351118154","0.00331178921768766","0.0239029299802376","0.020006841916176","0.0329474773264763","0.0339847504453691","-0.00966949328126519","-0.01406473119535","-0.0101270418347018","0.0324385571119225","0.15092587175922","0.0844666441128112","0.18744769665987",NA,"0.0201036088761355","2017-01-10"
"6","0.0173784053067732","-5.08501729762842e-05","-0.0226467593806953","-0.00165399863380726","-0.00681373938071062","-0.00281495965251811","0.0151703872807728","-0.0526903282818871","-0.0206632485228535","-0.00856106672967866","0.194857255971821","-0.0236967325942859","0.0264531605204012","0.038103723378751","0.042889908646731","0.0346712507543827","-0.0326831064947228","0.0197925071473865","0.034287609154749","0.025506739282097","0.120282819726383","0.0473770400659595","0.0515289714917297",NA,"0.0241428073756379","2017-01-11"
"7","-0.00776172468435384","0.142729422488063","0.00446292574414399","0.0497289093266018","-0.00305346265526074","0.00762138424170316","-0.0139974504068248","-0.0242869073870279","-0.0221564713011788","-0.0340651592193564","0.0327404850316201","-0.0597707491063352","0.00190343105210406","-0.0246232261635354","0.000201421586413709","0.0349700315319484","0.00130367384658728","-0.00727788253676367","-0.00333214606422917","6.19222696934055e-05","0.0774476909805573","-0.00459062420245045","0.00624862020889146",NA,"0.00192984226142051","2017-01-12"
"8","0.0149999733067358","0.109428146718555","0.0116824345839572","1.57120745058088e-05","0.0293444692567817","0.00474086705912965","0.0451289430727343","-0.0190121197482533","-0.0308377092258089","-0.0172071953012912","-0.00882647661589549","-0.050056815890164","-0.00381798089846893","-0.0243018318953074","0.0158864814366439","-0.0229911676626773","0.0238458439386197","-0.00507156667376386","0.019162077925747","0.0209258204674071","0.0513241566691062","0.00780038919741012","0.0600469063467951",NA,"0.0107726322146506","2017-01-13"
"9","-0.0368328240650807","0.135853421706217","0.102650401961074","0.064761153599635","-0.0119619872064008","0.00917221038220255","-0.0195236067605246","-0.00813063558830568","0.00434061896231502","-0.0495769291233059","-0.00887180964435517","-0.114156354113935","0.0198279973413919","-0.0532612103976398","-0.0214395299890824","-0.0373741880528365","0.0243016665060504","-0.0185914092060002","-0.0183689876207779","-0.0173275215223014","-0.0227244406088821","-0.000187865019835356","-0.0013138447225323",NA,"-0.0100003238714639","2017-01-17"
"10","0.00917235615935479","0.10521535995184","0.0451258721762058","0.0256683940564295","0.0328041930833001","0.00304337706147986","-0.027050274088228","-0.0359402335225129","-0.0120482098424355","0.0077832583454183","0.0193015680379219","-0.0497953319377908","0.00968813396597976","0.0273894370590819","0.00656977751150498","0.034445894815673","-0.0120875192957081","-0.015312079841325","-0.00935709502766476","0.00464484921545242","-0.0160252352746973","-0.00336918851837914","0.02588341002125",NA,"0.000448484162731586","2017-01-18"
