"","BZUN.Adjusted","BABA.Adjusted","MOMO.Adjusted","PDD.Adjusted","combined","Date"
"273","0.243819708909359","0.960213577398509","-0.514183092177826",NA,"0.229950064710014","2018-02-01"
"274","0.0392692293947361","0.824566386490312","-0.717494723376076",NA,"0.0487802975029907","2018-02-02"
"275","0.00536838922166744","0.631293886636684","-0.954681291901744",NA,"-0.106006338681131","2018-02-05"
"276","-0.0174929997076451","0.764329003961187","-1.03432311214875",NA,"-0.0958290359650697","2018-02-06"
"277","-0.0689839181881572","0.624610948464239","-1.08684108340955",NA,"-0.177071351044489","2018-02-07"
"278","-0.168419833163684","0.429113691344426","-1.36159641224544",NA,"-0.366967518021565","2018-02-08"
"279","-0.0405674790634705","0.517990635400381","-1.11519352995628",NA,"-0.21259012453979","2018-02-09"
"280","-0.00889528232143955","0.540789055904355","-0.989722833416401",NA,"-0.152609686611162","2018-02-12"
"281","-0.0160578871986101","0.593992573721902","-0.99527685593383",NA,"-0.139114056470179","2018-02-13"
"282","0.169745979336463","0.809150692033693","-0.592505526708211",NA,"0.128797048220649","2018-02-14"
"283","0.198195308144418","0.828483105052016","-0.542992315275318",NA,"0.161228699307038","2018-02-15"
"284","0.052561015932256","0.721975380018838","-0.507427670158651",NA,"0.0890362419308145","2018-02-16"
"285","0.0851374439892015","0.821206956592739","-0.290858608141804",NA,"0.205161930813379","2018-02-20"
"286","0.131522963268791","0.866657906596349","-0.354403489412569",NA,"0.214592460150857","2018-02-21"
"287","0.0657820709707784","0.864713913162669","-0.595937151859222",NA,"0.111519610758075","2018-02-22"
"288","0.127464787478853","0.989313865430967","0.231269997173954",NA,"0.449349550027924","2018-02-23"
"289","0.115250586087447","1.01366671272653","-0.00102912501283496",NA,"0.375962724600381","2018-02-26"
"290","0.0490701444773009","0.851086963010523","-0.112540669576533",NA,"0.262538812637097","2018-02-27"
"291","0.0315411873272186","0.791718683387879","-0.180286935873226",NA,"0.214324311613957","2018-02-28"
"292","-0.0697166985730258","0.673519393033917","-0.377403453673982",NA,"0.0754664135956365","2018-03-01"
"293","0.0678629928362069","0.60888650312028","-0.205719652039258",NA,"0.15700994797241","2018-03-02"
"294","0.142311916915016","0.662273300783836","-0.145516499211467",NA,"0.219689572829128","2018-03-05"
"295","0.812516797509916","0.82624526653593","-0.036393582953284",NA,"0.534122827030854","2018-03-06"
"296","0.594292952925611","0.873039494254902","0.414220886247605",NA,"0.627184444476039","2018-03-07"
"297","0.790349521153015","0.820926645510298","0.229804035784679",NA,"0.613693400815997","2018-03-08"
"298","0.795522552548105","0.914469809801505","0.487325717080011",NA,"0.732439359809873","2018-03-09"
"299","0.800684638380247","0.974376164276967","0.417051525678592",NA,"0.730704109445269","2018-03-12"
"300","0.721033706199712","0.855262449303951","0.385829676763915",NA,"0.654041944089193","2018-03-13"
"301","0.706077448214101","0.969477905965498","0.449494711216659",NA,"0.708350021798753","2018-03-14"
"302","0.807379410717541","1.14351427494933","0.530426844689156",NA,"0.827106843452009","2018-03-15"
"303","0.831942616270479","1.1755452965799","0.439642072337121",NA,"0.8157099950625","2018-03-16"
"304","0.802746482135193","1.02283714436576","0.408554874112037",NA,"0.744712833537663","2018-03-19"
"305","0.966226580941092","1.1406165667034","0.654942000309997",NA,"0.920595049318163","2018-03-20"
"306","0.926357853026527","1.04354665414357","0.796347577741383",NA,"0.922084028303826","2018-03-21"
"307","0.666653836162627","0.749586647330155","0.673838492341555",NA,"0.696692991944779","2018-03-22"
"308","0.629356645797166","0.65071344197456","0.673838492341555",NA,"0.65130286003776","2018-03-23"
"309","0.805836133301997","0.913093978728302","0.668446382690482",NA,"0.795792164906927","2018-03-26"
"310","0.630461736921795","0.670637898361643","0.270702994588682",NA,"0.523934209957373","2018-03-27"
"311","0.571204016650701","0.58403974765294","0.210706299844872",NA,"0.455316688049504","2018-03-28"
"312","0.68995193797974","0.717978216564704","0.464940154645581",NA,"0.624290103063341","2018-03-29"
"313","0.617168517242442","0.545809084945128","0.363005974682378",NA,"0.508661192289983","2018-04-02"
"314","0.594292952925611","0.458306873904713","0.452306373511144",NA,"0.501635400113823","2018-04-03"
"315","0.624931505976197","0.379688366138779","0.432593282522012",NA,"0.479071051545663","2018-04-04"
"316","0.649172242802946","0.394899206946338","0.421294405767835",NA,"0.488455285172373","2018-04-05"
"317","0.7114293168726","0.239203028429616","0.325704119991212",NA,"0.425445488431142","2018-04-06"
"318","0.851217135473667","0.312230974531994","0.381557984603152",NA,"0.515002031536271","2018-04-09"
"319","0.809435737894271","0.530734613150713","0.404301666682093",NA,"0.581490672575693","2018-04-10"
"320","0.801715774988382","0.478974722631369","0.467743547461783",NA,"0.582811348360511","2018-04-11"
"321","0.867332635799176","0.495688774023422","0.178227134883167",NA,"0.513749514901922","2018-04-12"
"322","0.698565312852559","0.378773884145656","0.0705029002331867",NA,"0.382614032410467","2018-04-13"
"323","0.699639879855977","0.459207138410913","0.0280053878645913",NA,"0.395617468710494","2018-04-16"
"324","0.841598564789564","0.577882683333436","0.182667691821096",NA,"0.534049646648032","2018-04-17"
"325","0.797588544941071","0.693357124946105","0.18710494096269",NA,"0.559350203616622","2018-04-18"
"326","0.788795583671068","0.656207487497796","0.232735548742482",NA,"0.559246206637115","2018-04-19"
"327","0.748572209005891","0.589896620361592","0.315615831836836",NA,"0.551361553734773","2018-04-20"
"328","0.670461474478982","0.485248950849463","0.351556534275684",NA,"0.502422319868043","2018-04-23"
"329","0.635428301174757","0.410671471045036","0.129128705882225",NA,"0.391742826034006","2018-04-24"
"330","0.560430811267413","0.32302118857748","0.0142720608600058",NA,"0.2992413535683","2018-04-25"
"331","0.568939798999413","0.435146125615911","0.226870435647044",NA,"0.410318786754123","2018-04-26"
"332","0.572900665944732","0.532510290042864","0.231269997173954",NA,"0.445560317720517","2018-04-27"
"333","0.69587690601727","0.57318676753936","0.105156515666018",NA,"0.458073396407549","2018-04-30"
"334","0.736429520122486","0.601298878285383","0.206289439520184",NA,"0.514672612642684","2018-05-01"
"335","0.724758703169766","0.657941177719258","0.184147342426683",NA,"0.522282407771902","2018-05-02"
"336","0.735900329055293","0.686752884739918","0.132117498808131",NA,"0.518256904201114","2018-05-03"
"337","0.709825008641679","0.868600763148958","0.173782813393772",NA,"0.584069528394803","2018-05-04"
"338","0.830924000152488","1.04488867666633","0.555292189067478",NA,"0.810368288628767","2018-05-07"
"339","0.877851634796135","1.07058736139199","0.582782679787365",NA,"0.843740558658497","2018-05-08"
"340","0.849700811844747","1.04703472092335","0.49011716782277",NA,"0.795617566863622","2018-05-09"
"341","0.933210298544392","1.06123279714034","0.610129211371615",NA,"0.868190769018781","2018-05-10"
"342","0.89180779107694","1.01825394717678","0.513784748065252",NA,"0.807948828772991","2018-05-11"
"343","0.803776811681446","1.13244179751662","0.51656229020101",NA,"0.817593633133026","2018-05-14"
"344","0.651911840449902","1.07859258109819","0.462135261900977",NA,"0.730879894483023","2018-05-15"
"345","0.645331626937995","1.11843594738036","0.453711425341138",NA,"0.739159666553165","2018-05-16"
"346","1.07058519248101","1.06283758367917","0.5937386109686",NA,"0.909053795709593","2018-05-17"
"347","1.13178291155512","1.03548769993317","0.785807948874727",NA,"0.984359520121004","2018-05-18"
"348","1.03425322447883","1.10598418418657","0.805553220157663",NA,"0.981930209607688","2018-05-21"
"349","1.05248588248098","1.0588242542786","0.768635141742983",NA,"0.959981759500855","2018-05-22"
"350","1.21255043150376","1.08365624115843","0.748749524731792",NA,"1.01498539913133","2018-05-23"
"351","1.29118812590064","1.09881757029529","0.728789272778988",NA,"1.03959832299164","2018-05-24"
"352","1.27208139969514","1.14719989253892","0.68057046378582",NA,"1.03328391867329","2018-05-25"
"353","1.25368503211099","1.11552434059468","1.42097187355562",NA,"1.26339374875376","2018-05-29"
"354","1.34805212942014","1.11499468266555","1.21484826560279",NA,"1.22596502589616","2018-05-30"
"355","1.40727362506497","1.11578896416929","1.54337622587165",NA,"1.3554796050353","2018-05-31"
"356","1.42576879344149","1.28075245580979","1.94742701305039",NA,"1.55131608743389","2018-06-01"
"357","1.4544432203603","1.39770695625422","2.02088019478014",NA,"1.62434345713155","2018-06-04"
"358","1.48435433777602","1.38313514353912","1.96114635932689",NA,"1.60954528021401","2018-06-05"
"359","1.46865659889567","1.38137394164011","1.99895203811363",NA,"1.61632752621647","2018-06-06"
"360","1.43456578221483","1.26224833309457","1.92306606218138",NA,"1.53996005916359","2018-06-07"
"361","1.43656068620783","1.29944739312823","2.19610367650593",NA,"1.64403725194733","2018-06-08"
"362","1.52893832581368","1.31552746341284","2.28107135829683",NA,"1.70851238250778","2018-06-11"
"363","1.60200251688567","1.4009676173094","2.29295633284999",NA,"1.76530882234835","2018-06-12"
"364","1.54273154915013","1.33892154279169","2.31763105971502",NA,"1.73309471721895","2018-06-13"
"365","1.5281695846507","1.44540906956365","2.37930097908459",NA,"1.78429321109964","2018-06-14"
"366","1.46786925350218","1.37381828509236","2.35393756380173",NA,"1.73187503413209","2018-06-15"
"367","1.47691040264449","1.38816476734844","2.30777536163255",NA,"1.72428351054183","2018-06-18"
"368","1.39310791972856","1.28306080550592","2.10255990431244",NA,"1.59290954318231","2018-06-19"
"369","1.52239807732835","1.32901723522748","2.18601630815666",NA,"1.67914387357083","2018-06-20"
"370","1.43296862847626","1.22582116374044","2.08097145289616",NA,"1.57992041503762","2018-06-21"
"371","1.38741892833261","1.22063327547234","2.07065987715546",NA,"1.55957069365347","2018-06-22"
"372","1.12771968867276","0.933692395336458","1.79409537617731",NA,"1.28516915339551","2018-06-25"
"373","1.1994172697402","0.938350084933261","1.47675477629044",NA,"1.2048407103213","2018-06-26"
"374","1.00451355311526","0.760080856571428","1.18193461276615",NA,"0.982176340817612","2018-06-27"
"375","1.1182128557517","0.854427695970182","1.3693107829878",NA,"1.11398377823656","2018-06-28"
"376","1.12500729807248","0.774510970001075","1.25961866584001",NA,"1.05304564463785","2018-06-29"
"377","1.17205246817942","0.797910967847077","1.4045896422584",NA,"1.12485102609496","2018-07-02"
"378","1.17737251441992","0.752425085798598","1.32785005330062",NA,"1.08588255117305","2018-07-03"
"379","1.14303476286442","0.812518246701764","1.34328836595444",NA,"1.0996137918402","2018-07-05"
"380","1.15825568562328","0.961577099658845","1.6023948747065",NA,"1.24074255332954","2018-07-06"
"381","1.26183061306339","0.97464800903216","1.62604258203857",NA,"1.28750706804471","2018-07-09"
"382","1.26525220497455","0.96920579298375","1.46054585480698",NA,"1.23166795092176","2018-07-10"
"383","1.25325566414841","0.827644076495869","1.31951853434765",NA,"1.13347275833064","2018-07-11"
"384","1.40121252896216","0.90400491753005","1.48137663955444",NA,"1.26219802868222","2018-07-12"
"385","1.38171678796717","0.900419931094742","1.31475168011608",NA,"1.198962799726","2018-07-13"
"386","1.43974917555924","0.908964730890104","1.36517913474686",NA,"1.2379643470654","2018-07-16"
"387","1.43616174628122","0.972199783014813","1.48830145181354",NA,"1.29888766036986","2018-07-17"
"388","1.44213794899673","0.921068107139136","1.50902257421276",NA,"1.29074287678287","2018-07-18"
"389","1.42656984589713","0.825405879727364","1.38815569858735",NA,"1.21337714140395","2018-07-19"
"390","1.43256910902267","0.8228869406314","1.4917608989844",NA,"1.24907231621283","2018-07-20"
"391","1.49761950370215","0.817004247308039","1.55136007829001",NA,"1.2886612764334","2018-07-23"
"392","1.39513651102997","0.871652745909144","1.11300345844998",NA,"1.12659757179637","2018-07-24"
"393","1.49684116501867","1.11499468266555","1.21970641971017",NA,"1.27718075579813","2018-07-25"
"394","1.5220127386972","1.01339650580539","1.21363262215327","0.396384534186032","1.03635660021047","2018-07-26"
"395","1.43296862847626","0.883289294372559","1.06070382569692","0.0270998739067597","0.851015405613122","2018-07-27"
"396","1.25754676688675","0.754411158150926","0.821295745869482","-0.375142338361826","0.614527833136334","2018-07-30"
"397","1.26354191481936","0.822326875103822","0.951958026148714","-0.35714716200622","0.670169913516419","2018-07-31"
"398","1.25840415528318","0.767159473961128","0.95451277578744","-0.836737255548004","0.535834787370937","2018-08-01"
"399","1.22952019090281","0.691061274692939","0.827841647699653","-0.983354615157361","0.44126712453451","2018-08-02"
"400","1.12997799372041","0.640287936394884","0.872136745746957","-1.12069546072398","0.380426803784568","2018-08-03"
"401","1.18974189412811","0.57553525121969","0.809493152386345","-0.870151252838537","0.426154761223901","2018-08-06"
"402","1.27165521196208","0.613550535301629","0.935321282037063","-0.709815947286151","0.527677770503655","2018-08-07"
"403","1.22126738402738","0.543152094269207","0.988880786867143","-0.845623312657057","0.476919238126668","2018-08-08"
"404","1.20643031833735","0.533397873418555","1.05694779659557","-0.906068098988818","0.472676972340664","2018-08-09"
"405","1.15244707651748","0.616172094600569","1.11052480741606","-1.01787725241207","0.46531668153051","2018-08-10"
"406","1.03378399525064","0.547874535483413","0.886386948334957","-1.03407847297335","0.358491751523914","2018-08-13"
"407","0.88483952616944","0.393683719377201","0.404301666682093","-1.13727121900207","0.136388423306666","2018-08-14"
"408","0.809949437226913","0.310996629177095","0.293931657262245","-1.45672477404737","-0.0104617625952786","2018-08-15"
"409","0.886832511754768","0.377250469880371","0.488721415648084","-1.127791661579","0.156253183926055","2018-08-16"
"410","0.937117604967957","0.40127438030179","0.571803804157685","-1.13727121900207","0.19323114260634","2018-08-17"
"411","0.984486839650715","0.506702734069518","0.727455648536437","-1.14914822044909","0.267374250451894","2018-08-20"
"412","1.12545950183471","0.554950864252376","0.883799300157641","-1.19697271514868","0.341809237774011","2018-08-21"
"413","1.15691647100318","0.552888200293047","1.31475168011608","-1.28190526601035","0.435662771350491","2018-08-22"
"414","1.09497161614202","0.384560303716098","1.31832740856693","-1.30400632766753","0.373463250189378","2018-08-23"
"415","1.07751147986341","0.445084700823004","1.3004248126031","-1.58064246677576","0.310594631628439","2018-08-24"
"416","1.22257240661219","0.63477717353515","1.65517303981698","-1.09712099430066","0.603850406415916","2018-08-27"
"417","1.22821887137116","0.562900285935586","1.73830755269859","-1.01095132010416","0.629618847475295","2018-08-28"
"418","1.22517999807116","0.572012366014964","1.72729917112204","-0.654059237135724","0.71760807451811","2018-08-29"
"419","1.08671640092554","0.456205825462756","1.4174658551715","-1.38347571771633","0.394228090960866","2018-08-30"
"420","1.06503029167409","0.468501080053549","1.58543841877648","-1.05499503525548","0.515993688812157","2018-08-31"
"421","1.01446665036091","0.329792174117466","1.69191500534084","-0.740126451563434","0.574011844563945","2018-09-04"
"422","0.917027634471584","0.135223488596607","1.46402318963825","-1.18496926094576","0.332826262940171","2018-09-05"
"423","0.860295064328062","-0.00582900934091783","1.31951853434765","-1.11125064515893","0.265683486043967","2018-09-06"
"424","0.866328435527736","0.0755132339397253","1.45474493040353","-1.00403646868667","0.348137532796082","2018-09-07"
"425","0.714634976771489","-0.122206099052223","1.17459189154743","-0.965050033326189","0.200492683985126","2018-09-10"
"426","0.660112756268443","-0.0854556762605317","1.15004340081617","-0.165711342231837","0.38974728464806","2018-09-11"
"427","0.680767151113306","0.0460509291691828","1.31117375337943","-0.268232659290758","0.442439793592791","2018-09-12"
"428","0.793971654123027","0.176556410789032","1.65070183974913","0.915725906305336","0.88423895274163","2018-09-13"
"429","0.694800649649191","0.151477827209145","1.70631820005299","0.335187698578417","0.721946093872435","2018-09-14"
"430","0.619389055497905","-0.0380625807126589","1.55363851782492","-0.0170958209951383","0.529467292903757","2018-09-17"
"431","0.609381155804476","-0.112492604560593","1.80279331611711","-0.347180981019201","0.488125221585447","2018-09-18"
"432","0.723163015617832","0.0839011460540615","1.7460003131635","-0.276065744723446","0.569249682527986","2018-09-19"
"433","0.813030062990094","0.187629215545105","1.61028895883338","0.0362530841878347","0.661800330389103","2018-09-20"
"434","0.831942616270479","0.147976311401113","1.6023948747065","0.206724778212413","0.697259645147627","2018-09-21"
"435","0.734311599823438","0.100957446004078","1.47444219827666","0.360787304634793","0.667624637184742","2018-09-24"
"436","0.766936751447344","0.13586198034836","1.57296883402883","0.436725779608285","0.728123336358205","2018-09-25"
"437","0.801200363503004","0.172437603096449","1.54679953133529","0.287009278605793","0.701861694135134","2018-09-26"
"438","0.777890301879572","0.201516039450144","1.34565939605488","0.333475880316319","0.664635404425228","2018-09-27"
"439","0.831433462481825","0.152113897086774","1.29564043554211","0.326622273637003","0.651452517186927","2018-09-28"
"440","0.750151549275116","0.0635540263096133","1.32428117891815","0.560515390267264","0.674625536192535","2018-10-01"
"441","0.635428301174757","0.00596237804700419","1.05068248321579","0.217278102429251","0.4773378162167","2018-10-02"
"442","0.616057528276861","0.0755132339397253","1.1241428455275","0.324907200413882","0.535155202039493","2018-10-03"
"443","0.490114707268636","-0.129922774727983","0.702055924170187","-0.335249927807565","0.181749482225819","2018-10-04"
"444","0.426755372122566","-0.18053033122728","0.703395480566063","-0.521748509071492","0.106968003097464","2018-10-05"
"445","0.321379691484366","-0.300203160977176","0.553914104097652","-0.645541958314124","-0.0176128309273205","2018-10-08"
"446","0.300639119737218","-0.447940256061883","0.506835012598738","-0.407312141521833","-0.01194456631194","2018-10-09"
"447","0.111165888599782","-0.765992087620668","0.129128705882225","-0.832300451690361","-0.339499486207255","2018-10-10"
"448","0.149702244971233","-0.630902599817588","0.195967888085022","-0.724945626408001","-0.252544523292334","2018-10-11"
"449","0.361731158160345","-0.435468878402323","0.502660264100466","-0.554985213721681","-0.0315156674657981","2018-10-12"
"450","0.350622635561199","-0.548069156493014","0.553914104097652","-0.662592205255798","-0.0765311555224902","2018-10-15"
"451","0.438125137436064","-0.353891043107311","0.494301488157434","-0.727111406158702","-0.0371439559181288","2018-10-16"
"452","0.403252422673464","-0.405303205295944","0.0447424886628147","-0.908322428032185","-0.216407680497963","2018-10-17"
"453","0.31762168721962","-0.626470957506543","-0.245707437539814","-1.18496926094576","-0.434881492193124","2018-10-18"
"454","0.330126467409252","-0.592988887940446","-0.607967045595635","-1.21383174471648","-0.521165302710827","2018-10-19"
"455","0.448254167574891","-0.38199959877197","-0.336402033042766","-0.91735080402022","-0.296874567065016","2018-10-22"
"456","0.426755372122566","-0.458296758120891","-0.374111560010643","-1.25503942065986","-0.415173091667207","2018-10-23"
"457","0.304422918821235","-0.716191570690894","-0.663314285487434","-1.5545438384649","-0.657406693955497","2018-10-24"
"458","0.404463150566097","-0.53209339114495","-0.568544067794328","-1.24288062363924","-0.484763733003105","2018-10-25"
"459","0.337599416388438","-0.59518987757289","-0.546392016977188","-1.33116585939761","-0.533787084389812","2018-10-26"
"460","0.230220295542589","-0.955500232466881","-0.668532875226907","-1.54155081529385","-0.733840906861262","2018-10-29"
"461","0.233465249202676","-0.840821352932121","-0.577089127407663","-1.58587978929101","-0.692581255107029","2018-10-30"
"462","0.338842685825065","-0.616882880452605","-0.0984715356637342","-1.46947534862967","-0.461496769730236","2018-10-31"
"463","0.63763230243082","-0.296389216914612","0.337209516140229","-0.830083796370557","-0.03790779867853","2018-11-01"
"464","0.657382008689053","-0.424802307989935","0.18118807436215","-0.823440138837899","-0.102418090944158","2018-11-02"
"465","0.590927670368098","-0.530643720282233","0.267792198452334","-0.894813550911208","-0.141684350593252","2018-11-05"
"466","0.61883423257313","-0.430132613747424","0.234201137074358","-0.987942622431309","-0.141259966632811","2018-11-06"
"467","0.705005673479411","-0.253243131728616","0.360145994323889","-0.746648413064864","0.016315030752455","2018-11-07"
"468","0.534726483640196","-0.37531011265779","0.120151937606131","-1.07133039298975","-0.197940521100304","2018-11-08"
"469","0.362346777116554","-0.523037934596661","-0.244101658343575","-1.30400632766753","-0.427199785872804","2018-11-09"
"470","-0.210737133477287","-0.597024362445365","-0.430357341868099","-1.58064246677576","-0.704690326141627","2018-11-12"
"471","-0.0910666318035726","-0.446513630597853","-0.395546163003613","-1.59900134414527","-0.633031942387578","2018-11-13"
"472","-0.163846730097445","-0.324538613889363","-0.207313068297874","-1.10182603923171","-0.449381112879098","2018-11-14"
"473","-0.147151398800871","-0.126901934844211","0.0127442918679854","-0.821228275560636","-0.270634329334433","2018-11-15"
"474","-0.144127831253454","-0.198529079725721","-0.194577663844685","-0.722781102652819","-0.31500391936917","2018-11-16"
"475","-0.273610626849225","-0.356344770290841","-0.585647790198071","-0.942273292197227","-0.539469119883841","2018-11-19"
"476","-0.350409013911021","-0.482301639538928","-0.57879988150548","-0.248710139792371","-0.41505516868695","2018-11-20"
"477","-0.167657163905353","-0.360553237015473","-0.400504770536939","-0.148531187521856","-0.269311589744905","2018-11-21"
"478","-0.157762729787974","-0.328373064237535","-0.403813452549091","-0.375142338361826","-0.316272896234107","2018-11-23"
"479","-0.0858963283908781","-0.133953786055501","-0.680730710824938","-0.639165123164903","-0.384936487109055","2018-11-26"
"480","-0.0492764252559626","-0.118854302909558","-0.738619376290095","-0.385170572116791","-0.322980169143101","2018-11-27"
"481","-0.0347787842997061","-0.0232368770258058","-0.684220950031405","-0.295707697190363","-0.25948607713682","2018-11-28"
"482","-0.0572865116180457","-0.124888985820716","-0.62692661485281","-0.387178937750745","-0.299070262510579","2018-11-29"
"483","0.0392692293947361","0.0265338108031283","-0.457035975987317","-0.283912459186808","-0.168786348744065","2018-11-30"
"484","0.120686699622962","0.119559526068479","-0.175531735639818","-0.0898512864686637","-0.00628419910426041","2018-12-03"
"485","0.117290681212599","-0.0562402284497341","-0.400504770536939","-0.213780281197269","-0.138308649742836","2018-12-04"
"486","0.0364618237349294","-0.140005380379436","-1.23016263217498","-0.367135416059864","-0.425210401219837","2018-12-06"
"487","-0.0851584471007834","-0.234028332460152","-1.73407677839709","-0.770642053591258","-0.70597640288732","2018-12-07"
"488","-0.055828142884334","-0.29015449526207","-1.80061301830889","-0.881344345826205","-0.756985000570376","2018-12-10"
"489","0.0131785383987915","-0.276325199529632","-1.73194434016705","-0.727111406158702","-0.680550601864149","2018-12-11"
"490","0.128141725202008","-0.287731545878185","-1.52297445012496","-0.345190146188636","-0.506938604247442","2018-12-12"
"491","0.149031180098128","-0.288423772085151","-1.54761531483693","-0.359143083772524","-0.51153774764912","2018-12-13"
"492","0.100239988935213","-0.374958450394137","-1.59724767099425","-0.256508970114999","-0.532118775642042","2018-12-14"
"493","-0.117828819059858","-0.55461901594819","-1.79413689491877","-0.439713072325715","-0.726574450563132","2018-12-17"
"494","-0.165370184405853","-0.67095303120492","-1.75116693121671","-0.276065744723446","-0.715888972887731","2018-12-18"
"495","-0.34139351992479","-0.809767389242684","-1.97632667002389","-0.411349550168707","-0.884709282340016","2018-12-19"
"496","-0.410244084107045","-0.887944151474954","-2.0031989956024","-0.582171781870837","-0.97088975326381","2018-12-20"
"497","-0.511547816295545","-1.01002043503215","-1.99422646745994","-0.658324023035802","-1.04352968545586","2018-12-21"
"498","-0.425431687461344","-1.01439076901131","-1.92741544584216","-0.622203051944184","-0.997360238564748","2018-12-24"
"499","-0.358633276479173","-0.776996450313781","-1.80926060600685","-0.577978582910119","-0.88071722892748","2018-12-26"
"500","-0.334041624630462","-0.759930290522129","-1.77690675239715","-0.496980954978832","-0.841964905632143","2018-12-27"
"501","-0.317781775356482","-0.735753591125563","-1.76831254403479","-0.464167661886031","-0.821503893100717","2018-12-28"
"502","-0.427125051607091","-0.812443519530222","-1.91194795741852","-0.387178937750745","-0.884673866576646","2018-12-31"
"503","-0.378484140198616","-0.826613522829025","-1.67891571495322","-0.43362034237484","-0.829408430088927","2019-01-02"
"504","-0.499309558788601","-1.06591586419175","-1.85053036637154","-0.575883444587955","-0.997909808484959","2019-01-03"
"505","-0.33485742415119","-0.710937408573677","-1.55791672786375","-0.337236179748382","-0.735236935084249","2019-01-04"
"506","-0.23804782493256","-0.58675708022039","-1.39347692398043","-0.23509421508098","-0.613344011053591","2019-01-07"
"507","-0.199124123423582","-0.453294686727581","-1.31807428281843","-0.084212691555125","-0.513676446131179","2019-01-08"
"508","-0.12531424038705","-0.273218836906207","-1.21082493846796","0.19614687678867","-0.353302784743138","2019-01-09"
"509","-0.21617524438003","-0.281161195657225","-1.23985780144766","0.342028310429579","-0.348791482763834","2019-01-10"
"510","-0.238832659331799","-0.293963384990433","-1.24374101348734","0.304275112641555","-0.368065486292004","2019-01-11"
"511","-0.385136804667116","-0.365467593386411","-1.3239879036365","-0.015245652775413","-0.52245948861636","2019-01-14"
"512","-0.336489912073795","-0.309228692327187","-1.25151587996567","-0.00785274567669629","-0.476271807510837","2019-01-15"
"513","-0.29439334699486","-0.173416100608091","-1.09438653807767","0.124984726388519","-0.359302814823026","2019-01-16"
"514","-0.25379049989096","-0.135297831860404","-0.925353452044046","0.0160916262052423","-0.324587539397542","2019-01-17"
"515","-0.103668090231102","-0.100124965420156","-0.642490313894815","0.0980070476424423","-0.187069080475908","2019-01-18"
"516","-0.169946029834763","-0.26528849243707","-0.870801727120044","0.130361165220962","-0.293918771042729","2019-01-22"
"517","-0.169182966465738","-0.269424466307106","-0.976785722410224","0.391316241389185","-0.256019228448471","2019-01-23"
"518","-0.133574680144867","-0.138996290493031","-0.770466104003165","0.728303380927986","-0.0786834234282693","2019-01-24"
"519","-0.0196472660316199","-0.0275152196432661","-0.507427670158651","0.845970087296553","0.072844982865754","2019-01-25"
"520","-0.0297247059431981","-0.0370729214153956","-0.680730710824938","0.768904214049608","0.00534396896651905","2019-01-28"
"521","-0.070449696002427","-0.104801022217833","-0.870801727120044","0.950203707796949","-0.0239621843858388","2019-01-29"
"522","-0.0218031935982548","0.217251928043201","-0.731568303294486","0.740834921210518","0.0511788380902447","2019-01-30"
"523","0.0761697102374445","0.269470011802296","-0.613130977121788","0.80143227502525","0.133485254985801","2019-01-31"
"524","0.0343542477685135","0.25326603620492","-0.630381204250718","0.76268151836793","0.104980149522662","2019-02-01"
"525","0.0830710031401282","0.213479305649435","-0.72804640940291","0.911209496407133","0.119928348948447","2019-02-04"
"526","0.103659470240051","0.372371304224045","-0.582222543854003","0.971061538231832","0.216217442210482","2019-02-05"
"527","0.115250586087447","0.362905217753595","-0.665053414880615","0.610705420552476","0.105951952378226","2019-02-06"
"528","-0.0434670571142042","0.221649526019025","-0.921698981432295","0.36418963233849","-0.094831720047246","2019-02-07"
"529","-0.0485493808185755","0.234193615664818","-0.827565702157291","0.267940737886875","-0.0934951823560433","2019-02-08"
"530","-0.0420168796620937","0.237011821246366","-0.745679587095831","0.403133016295843","-0.0368879073039288","2019-02-11"
"531","-0.00961048186584162","0.276310501048899","-0.566836656667082","0.438398858829864","0.0345655553364598","2019-02-12"
"532","0.0181357146305791","0.297706453239531","-0.460380371721159","0.448424153608405","0.0759714874393393","2019-02-13"
"533","0.00892140963619644","0.266046448351618","-0.477134769719348","0.451761194502937","0.062398570692851","2019-02-14"
"534","-0.114840844288219","0.196154649537098","-0.680730710824938","0.532752565935828","-0.0166660849100576","2019-02-15"
"535","-0.0543707059184214","0.321788919367092","-0.290858608141804","0.782873616517199","0.189858305456016","2019-02-19"
"536","0.0650877867964451","0.338090201502965","-0.379050259617848","0.819915181289525","0.211010727492772","2019-02-20"
"537","-0.00961048186584162","0.367182368764753","-0.413751541428","0.6904984638471","0.158579702329503","2019-02-21"
"538","0.156401499313968","0.52540355621813","-0.166034576669617","0.827593873828152","0.335841088172658","2019-02-22"
"539","0.25670204271066","0.709688870707713","0.170817536639672","0.770458508449741","0.476916739626947","2019-02-25"
"540","0.257344540529593","0.717978216564704","0.0523321567882619","0.790615584150843","0.45456762450835","2019-02-26"
"541","0.210007873570736","0.747599172108451","0.0614257087836896","0.699979287394791","0.429753010464417","2019-02-27"
"542","0.187647704504296","0.703391466020056","-0.161292762209764","0.912715669759103","0.410615519518423","2019-02-28"
"543","0.161747996072224","0.727680674134733","-0.143941912745349","0.920238098336304","0.416431213949478","2019-03-01"
"544","0.262477373107925","0.8228869406314","-0.0518448417809781","1.08988192655974","0.530850349629521","2019-03-04"
