"","BZUN.Adjusted","BABA.Adjusted","MOMO.Adjusted","PDD.Adjusted"
"661",49.400002,178.279999,34.459999,25.57
"662",50.080002,177.210007,33,25.959999
"663",43.77,175.240005,33.459999,30.110001
"664",42.259998,171.910004,32.889999,30.59
"665",40.400002,164.539993,31.83,29.49
"666",41,165.899994,32.73,30.610001
"667",42.16,166.199997,33.189999,30.870001
"668",42.779999,167.479996,34.93,30.93
"669",45.040001,172.809998,35.779999,33.610001
"670",45.759998,175.029999,36.779999,32.77
"671",44.639999,172.410004,36.18,33.25
"672",45.709999,174.330002,33.810001,34
"673",47.189999,178.940002,36.5,34.869999
"674",48.57,176.690002,36.110001,34.98
"675",48.099998,177.779999,36.290001,34.98
"676",45.880001,174.990005,35.27,34.849998
"677",46.700001,176.089996,35.619999,36.669998
"678",47.029999,178.240005,34.610001,36.16
"679",47.830002,179.169998,35.509998,35.900002
"680",48.439999,177.070007,35.5,34.73
"681",47.75,179,35.189999,35.43
"682",47.939999,180,35.490002,34.369999
"683",47.869999,180.460007,36.360001,34.619999
"684",46.84,182.509995,35.279999,34.080002
"685",45.25,176.979996,34.720001,33.82
"686",42.07,171.550003,32.779999,30.99
"687",43.75,176.660004,33.389999,32.25
"688",43.830002,175,33.139999,32.650002
"689",42.48,165.979996,31.219999,31.280001
"690",42.700001,167.229996,30.98,32.220001
"691",42.740002,165.149994,31.450001,32.75
"692",42.029999,165.770004,32.599998,32.59
"693",43.799999,169.479996,33.34,32.950001
"694",43.970001,170.339996,33.400002,33.349998
"695",43.91,168.320007,32.959999,31.67
"696",40.700001,161.929993,31.790001,31.25
"697",42.080002,165.190002,32.380001,31.780001
"698",43.57,166.070007,33.189999,31.940001
"699",45.02,172.940002,33.810001,32.860001
"700",44.68,171.160004,34.139999,32.84
"701",45.5,175.289993,34.5,33.939999
"702",44.59,177.119995,34.990002,33.740002
"703",42.07,176.850006,34.59,34.200001
"704",41,169.130005,33.07,33.380001
"705",41.650002,173.520004,34.389999,34
"706",41.09,169.889999,33.48,34.369999
"707",41.259998,169.919998,33.470001,35.5
"708",41.43,172.550003,33.959999,39.959999
"709",43.52,174.309998,33.98,40.84
"710",44.59,178.679993,34.790001,42.580002
"711",43.889999,176.889999,34.150002,40.5
"712",43.91,177.529999,33.639999,40.880001
"713",43.52,176.669998,33.52,40.880001
"714",43.689999,176.460007,34.639999,41.490002
"715",44.57,179.690002,38.02,42.529999
"716",42.450001,182,37.43,43.529999
"717",42,184.160004,37.220001,43.490002
"718",42.450001,186.660004,39.16,43.310001
"719",42.48,187.160004,38.799999,43.23
"720",43.48,186.710007,38.799999,41.919998
"721",44.5,186.970001,38.299999,41.57
"722",43.57,182.479996,37.790001,41.689999
"723",43.41,182.800003,37.07,41.32
"724",44.619999,185.490005,38.34,42.759998
