"","BZUN.Adjusted","BABA.Adjusted","MOMO.Adjusted","PDD.Adjusted","combined"
"164",-0.0673630064647234,0.0117852587082649,0.01861487988,NA,-0.0123209559588195
"165",-0.065221772782397,0.0072744404284021,-0.0227374409964869,NA,-0.0268949244501606
"166",-0.0674889676849593,0.0061073993167226,-0.0179008687257453,NA,-0.0264274790313273
"167",-0.0659775086150819,0.0111427231774065,0.0302225501904341,NA,-0.0082040784157471
"168",-0.0635213750310388,0.0117852587082649,0.0897117776515781,NA,0.0126585537762681
"169",-0.0529411615418966,0.0108673444379467,0.0817314935694727,NA,0.0132192254885076
"170",-0.0488476328587247,0.00939871333850109,0.0752021590673016,NA,0.0119177465156927
"171",-0.0526262805334183,0.0070646298038585,0.0672218749851962,NA,0.00722007475187881
"172",-0.0387712327617956,0.0101330295438657,0.0725420971159158,NA,0.0146346312993286
"173",-0.0360002370625125,0.00819233502946603,0.0698820351645301,NA,0.0140247110438279
"174",-0.0322845479558254,0.0148274275307115,0.0805224057550082,NA,0.0210217617766314
"175",-0.0149657461134796,0.0164665320573451,0.0761695815721929,NA,0.0258901225053528
"176",0.000463706700534781,0.021265834045179,0.0602089888509952,NA,0.027312843198903
"177",-0.0051412810525146,0.0188137402297533,0.0476340188206049,NA,0.0204354926659479
"178",0.00266793673734444,0.018289214979678,0.0423137966898852,NA,0.0210903161356359
"179",0.0177195436771279,0.0225902239462809,0.0502941789999387,NA,0.0302013155411158
"180",0.00543893243662752,0.0227082538963183,0.0307062246073993,NA,0.0196178036467817
"181",0.00625764573055727,0.0199283195063115,0.00579812175510114,NA,0.0106613623306567
"182",0.00342365997453704,0.0191940033009469,0.0145037701207319,NA,0.012373811132072
"183",0.00285686282333297,0.0201774660169271,0.00362161143574528,NA,0.00888531342533511
"184",-0.00769186193518669,0.00896598712090261,-0.0282993529937667,NA,-0.00900840926935026
"185",-0.0130134637081263,0.00559599870441294,-0.0561094777908682,NA,-0.0211756475981939
"186",-0.0152176622562054,0.0108017959922848,-0.0519984417025614,NA,-0.0188047693221607
"187",-0.0242234455119713,0.00981833327630464,-0.0575604519277894,NA,-0.0239885213878187
"188",-0.0284429480108714,0.0130572064434998,-0.0841612924545301,NA,-0.0331823446739672
"189",-0.00822716405802214,0.0142373538349743,-0.0703772100526881,NA,-0.0214556734252453
"190",-0.00778632182930793,0.0207282038265924,-0.0614296508076137,NA,-0.0161625896034431
"191",-0.0200039682040556,0.020924908171341,-0.0737627590725345,NA,-0.0242806063684164
"192",-0.0183665353184501,0.0211609287329072,-0.0824684811091263,NA,-0.0265580292315564
"193",-0.0195631259753414,0.0215674240329451,-0.068926235915767,NA,-0.0223073126193878
"194",-0.0229638899893273,0.0253570323872383,-0.0810175560861792,NA,-0.0262081378960894
"195",-0.020885646363738,0.0267076532059008,-0.0669916610328419,NA,-0.0203898847302264
"196",-0.021263492237969,0.0287663776703379,-0.0493383797511757,NA,-0.0139451647729356
"197",-0.0191852486123798,0.0233114338718505,-0.0648151998274601,NA,-0.0202296715226631
"198",-0.00684167250612675,0.020583961316965,-0.0481290954808147,NA,-0.0114622688899922
"199",-0.00369279944388207,0.0220394874478992,-0.0106461208260746,NA,0.00256685572598086
"200",-0.0129504736513892,0.0164796566951107,-0.0355541991213855,NA,-0.0106750053592213
"201",-0.0152176622562054,0.0221050555628154,-0.0203191425826225,NA,-0.00447724975867081
"202",-0.0225860378173502,0.0199020885887509,-0.048612843568741,NA,-0.0170989309324467
"203",-0.0214524435149421,0.0191022239377245,-0.0708608599126662,NA,-0.0244036931632946
"204",-0.0253570398143794,0.0136079429418815,-0.0783574450208194,NA,-0.0300355139644391
"205",-0.0349296139236032,0.0143553641157574,-0.0865795663114073,NA,-0.0357179387064177
"206",-0.0429907226652034,0.00979210235874402,-0.127206375562446,NA,-0.053468331956302
"207",-0.0448170753390515,0.00992323858857644,-0.134219286253635,NA,-0.0563710410013699
"208",-0.036252140609746,0.0175680050541083,-0.13035008737381,NA,-0.0496780743098159
"209",-0.0378895546021132,0.0246882856080736,-0.129624649419324,NA,-0.0476086394711211
"210",-0.0370708539036757,0.0290286304607484,-0.105200171870017,NA,-0.0377474651043147
"211",-0.0360632145237574,0.0305890619039544,-0.107860233821402,NA,-0.0377781288137351
"212",-0.0334181611514719,0.0289237264597602,-0.109794857818302,NA,-0.0380964308366711
"213",-0.0381414707448389,0.0268256844672218,-0.121402528128736,NA,-0.044239438135451
"214",-0.0306471465589504,0.0328969132097528,-0.13301019843917,NA,-0.0435868105961226
"215",-0.0301118444361149,0.0337754719247447,-0.158643788359929,NA,-0.0516600536237663
"216",-0.0278761508596674,0.0303530203618502,-0.154049028740683,NA,-0.0505240530794999
"217",-0.0311509536534173,0.0293433463975638,-0.141715969589736,NA,-0.0478411922818632
"218",-0.0278131545051841,0.0310217881215529,-0.156467327154547,NA,-0.0510862311793927
"219",-0.0166661438648379,0.0285696733255893,-0.119467953245811,NA,-0.0358548079283531
"220",-0.0181776155302076,0.0249636433669954,-0.136153934807521,NA,-0.043122635656911
"221",-0.0198150169270826,0.0245571493782411,-0.102298223596174,NA,-0.0325186970483386
"222",-0.0092977934946776,0.0297367157485524,-0.0643315499674821,NA,-0.0146308759045358
"223",-0.0111871110342783,0.0293433463975638,-0.0870632161713854,NA,-0.0229689936027
"224",-0.00703059859211533,0.0331067238342963,-0.0454691072003901,NA,-0.00646432731940303
"225",-0.0109351948915526,0.0369094384683845,-0.0607041146251791,NA,-0.0115766236827824
"226",-0.0489106103199696,0.0355194804523665,-0.0655406377819466,NA,-0.0263105892165166
"227",-0.0418571409582876,0.0372897212088325,-0.0648151998274601,NA,-0.0231275398589717
"228",-0.0488476328587247,0.0331460610316519,-0.0948016384880211,NA,-0.0368344034383646
"229",-0.0521224608434591,0.0313889449129516,-0.23554450900823,NA,-0.0854260083129127
"230",-0.0584202069679485,0.0224984445830583,-0.225145975626235,NA,-0.0870225793370416
"231",-0.0562159958243772,0.0187875093121927,-0.26166172423198,NA,-0.0996967369147215
"232",-0.0619469384999164,0.0155486374562811,-0.296484735163283,NA,-0.114294345402306
"233",-0.061065260340234,0.00895288215239127,-0.242315656161897,NA,-0.0981426781165799
"234",-0.0566568317553454,0.0081398928635991,-0.265530947668791,NA,-0.104682628853513
"235",-0.0567198155143364,0.0129523011312281,-0.275203993982326,NA,-0.106323836121812
"236",-0.057034709118307,0.0153650577492982,-0.266498296502722,NA,-0.102722649290577
"237",-0.0473361737888472,0.019495593288713,-0.251021378198489,NA,-0.0929539862328744
"238",-0.0330402963840025,0.0216854343137283,-0.243041143230358,NA,-0.084798668433544
"239",-0.0426758416567251,0.0155879733423531,-0.243524793090336,NA,-0.0902042204682359
"240",-0.0339849583026759,0.0179876249919119,-0.243041143230358,NA,-0.0863461588470406
"241",-0.0353074786910725,0.0117983649880599,-0.240139244070489,NA,-0.0878827859245007
"242",-0.0322215830900728,0.0141586794402631,-0.23554450900823,NA,-0.0845358042193467
"243",-0.031591821073116,0.0139226378981589,-0.228773361854564,NA,-0.0821475150098403
"244",-0.029765468399268,0.0111820603747621,-0.216682017127164,NA,-0.0784218083838901
"245",-0.0342368618499094,0.0129654060997394,-0.21281281824734,NA,-0.0780280913325033
"246",-0.0352445012298276,0.0164796566951107,-0.226113299903178,NA,-0.081626048145965
"247",-0.0422979831870018,0.0177515834498077,-0.227322436831617,NA,-0.0839562788562702
"248",-0.0347406815398685,0.0125589121109851,-0.231917122779902,NA,-0.0846996307362616
"249",-0.0280020805911726,0.0133981323173379,-0.222485864560875,NA,-0.0790299376115699
"250",-0.031402869796143,0.0125195749136295,-0.234577184731287,NA,-0.0844868265379336
"251",-0.0360002370625125,0.0126900286715632,-0.25005410303552,NA,-0.0911214371421564
"252",-0.0227749639033387,0.0274026322139098,-0.216682017127164,NA,-0.0706847829388644
"253",-0.0183035704526974,0.0278615893490689,-0.215714766521182,NA,-0.068718915874937
"254",-0.013643225725083,0.030103893520489,-0.192257588691831,NA,-0.0585989736321418
"255",-0.00784931188604507,0.036647185677974,-0.169042297184937,NA,-0.0467481411310027
"256",-0.0021813340762585,0.0361620172945086,-0.166382186119577,NA,-0.0441338343004424
"257",-0.0152176622562054,0.0367783219078064,-0.1842773537237,NA,-0.0542388980240331
"258",-0.0125096314226749,0.0354539123374503,-0.194192212688731,NA,-0.0570826439246518
"259",-0.0092977934946776,0.0340901865502765,-0.192257588691831,NA,-0.0558217318787442
"260",-0.00255920514147398,0.0328313450948366,-0.201930684119341,NA,-0.0572195147219927
"261",-0.0101165067886073,0.0257635276872762,-0.234335396636779,NA,-0.0728961252460366
"262",-0.0021813340762585,0.027638673756014,-0.166140373468082,NA,-0.0468943445961088
"263",-0.00331492837866658,0.0283860949298899,-0.17919899335845,NA,-0.0513759422690756
"264",-0.00457448390131058,0.0279271574639851,-0.150421667069341,NA,-0.0423563311688887
"265",-0.00677868244938961,0.0278878202666295,-0.147761580560968,NA,-0.042217480914576
"266",-0.00300004737018824,0.0387190164222061,-0.139539532941341,NA,-0.0346068546297745
"267",-0.00211836291275973,0.0429806881914534,-0.140748620755806,NA,-0.033295431825704
"268",0.00663552309351886,0.0466522862649634,-0.122369852405679,NA,-0.0230273476823989
"269",0.0148855516233616,0.0556870291044841,-0.109311257072298,NA,-0.0129128921148173
"270",0.0122405108465683,0.0527890844336942,-0.0756973339554596,NA,-0.00355591289173238
"271",0.00562785852261606,0.0483962961038688,-0.0918996902141788,NA,-0.0126251785292313
"272",0.0105401193929561,0.0544675248463997,-0.079566557392271,NA,-0.0048529710509717
"273",0.00650956187328294,0.0386403420274949,-0.0921415274226613,NA,-0.0156638745072945
"274",-0.0126355926429108,0.0322019355130274,-0.120677041060275,NA,-0.0337035660633862
"275",-0.0156585044849196,0.0233114338718505,-0.152598103717735,NA,-0.0483150581102682
"276",-0.0176737832447562,0.0293957885634307,-0.162996637099731,NA,-0.0504248772603522
"277",-0.022145201886382,0.0230098438840844,-0.169767784253398,NA,-0.0563010474185651
"278",-0.0305211916364606,0.0143553641157574,-0.204107145324722,NA,-0.0734243242818085
"279",-0.0196890557068467,0.0182498777823224,-0.173395170481727,NA,-0.058278116135417
"280",-0.0169180600075636,0.0192595714158632,-0.157192814223007,NA,-0.051617100938236
"281",-0.0175478220245203,0.0216329921478613,-0.157918252177494,NA,-0.051277694018051
"282",-0.00060689754513616,0.0314807255874577,-0.103265596987092,NA,-0.0241305896482566
"283",0.00210113958614037,0.0323855139087267,-0.0962526126249423,NA,-0.0205886530433584
"284",-0.011439027177004,0.0274419694112654,-0.0911742522596922,NA,-0.0250571033418103
"285",-0.00847908020074786,0.032044586723605,-0.0594949776967405,NA,-0.0119764903912944
"286",-0.00419660653834899,0.0341819855827533,-0.068926235915767,NA,-0.0129802856237876
"287",-0.0102424365201126,0.0340901865502765,-0.103749197733095,NA,-0.0266338159009772
"288",-0.00457448390131058,0.0400434050120243,0.0224840542028373,NA,0.0193176584378503
"289",-0.00570807820371867,0.041223572072753,-0.0149989204519029,NA,0.0068388578057105
"290",-0.0117539081854824,0.033447651019418,-0.0324104873100218,NA,-0.00357224815869537
"291",-0.0133283447166047,0.030667734987382,-0.0428090452490044,NA,-0.00848988499274237
"292",-0.0222081667521347,0.0252259158266602,-0.0723117849356133,NA,-0.0230980119536959
"293",-0.0100535167318702,0.0223017402383097,-0.0466782195718416,NA,-0.011476665355134
"294",-0.00318897345617678,0.0247145165256342,-0.0374888231182847,NA,-0.00532109334960911
"295",0.0688572359102354,0.0322806085964549,-0.020560930677131,NA,0.0268589712765198
"296",0.0432254091835637,0.0344835755705194,0.053196029045833,NA,0.043635004599972
"297",0.0661492050767049,0.0320314620858394,0.0222422661083287,NA,0.0401409777569577
"298",0.0667789922846461,0.0364505010024797,0.0657709990762233,NA,0.0563334974544497
"299",0.0674087605993489,0.039322214755709,0.053679678905811,NA,0.0534702180869563
"300",0.057836180192379,0.0336443553641666,0.0483594567750914,NA,0.0466133307772123
"301",0.0560728175752681,0.0390861745248884,0.0592416891310391,NA,0.0514668937437319
"302",0.0682274738932787,0.047609518063383,0.0732675350704023,NA,0.0630348423423547
"303",0.0712503857352875,0.049209285392661,0.0575489268996094,NA,0.0593361993425193
"304",0.0676606704443286,0.0416694045701465,0.0522287047688898,NA,0.053852926594455
"305",0.0883172714349075,0.0474652755537556,0.0952737878768062,NA,0.0770187782884898
"306",0.0831531259105723,0.0426790982036873,0.120907304126604,NA,0.0822465094136211
"307",0.051475469202137,0.0287139158352166,0.0986593860106266,NA,0.0596162570159934
"308",0.0471929955397381,0.0241899912755588,0.0986593860106266,NA,0.0566807909419745
"309",0.0680385478072901,0.0363849328875635,0.0976920617336834,NA,0.067371847476179
"310",0.047318956759974,0.0250947795968278,0.0290133641480214,NA,0.0338090335016077
"311",0.0406433395702691,0.0211871609617515,0.019098554296965,NA,0.0269763516096619
"312",0.0541835000356674,0.0272583897042824,0.0619017510824247,NA,0.0477812136074582
"313",0.0458074850946043,0.0194824883202017,0.0444902824522541,NA,0.0365934186223534
"314",0.0432254091835637,0.0156273105397087,0.0597253389910172,NA,0.0395260195714298
"315",0.0466891695520328,0.0122179849258634,0.0563398390851449,NA,0.0384156645210137
"316",0.0494601904423004,0.0128736267365169,0.0544051168602975,NA,0.0389129780130383
"317",0.0567025858899709,0.00625164051506637,0.0382028588295266,NA,0.0337190284115213
"318",0.0736435355603396,0.00933314522358488,0.0476340188206049,NA,0.0435368998681764
