"","Date","Open","High","Low","Close","Adj.Close","Volume"
"88","2017-04-18",0.805,0.81,0.8,0.805,0.805,0
"89","2017-04-19",0.81,0.81,0.785,0.785,0.785,0
"90","2017-04-20",0.78,0.785,0.77,0.77,0.77,0
"91","2017-04-21",0.768,0.77,0.76,0.763,0.763,0
"92","2017-04-23",0.773,0.774,0.764,0.7665,0.7665,0
"93","2017-04-24",0.778,0.778,0.768,0.77,0.77,0
"94","2017-04-25",0.808,0.81,0.803,0.808,0.808,0
"95","2017-04-26",0.805,0.81,0.798,0.803,0.803,0
"96","2017-04-27",0.793,0.795,0.785,0.785,0.785,0
"97","2017-04-28",0.778,0.783,0.778,0.78,0.78,0
"98","2017-04-30",0.779,0.789,0.778,0.7825,0.7825,0
"99","2017-05-01",0.78,0.795,0.778,0.785,0.785,0
"100","2017-05-02",0.84,0.845,0.84,0.843,0.843,0
"101","2017-05-03",0.845,0.855,0.843,0.848,0.848,0
"102","2017-05-04",0.848,0.855,0.848,0.855,0.855,0
"103","2017-05-05",0.858,0.87,0.853,0.868,0.868,0
"104","2017-05-07",0.864,0.8765,0.8615,0.869,0.869,0
"105","2017-05-08",0.87,0.883,0.87,0.87,0.87,0
"106","2017-05-09",0.89,0.89,0.89,0.89,0.89,0
"107","2017-05-10",0.888,0.888,0.875,0.875,0.875,0
"108","2017-05-11",0.87,0.873,0.858,0.86,0.86,0
"109","2017-05-12",0.86,0.86,0.85,0.855,0.855,0
"110","2017-05-14",0.86,0.865,0.855,0.859,0.859,0
"111","2017-05-15",0.86,0.87,0.86,0.863,0.863,0
"112","2017-05-16",0.89,0.893,0.89,0.89,0.89,0
"113","2017-05-17",0.88,0.883,0.875,0.875,0.875,0
"114","2017-05-18",0.868,0.893,0.868,0.893,0.893,0
"115","2017-05-19",0.89,0.895,0.888,0.888,0.888,0
"116","2017-05-21",0.8915,0.895,0.883,0.883,0.883,0
"117","2017-05-22",0.893,0.895,0.878,0.878,0.878,0
"118","2017-05-23",0.905,0.915,0.903,0.913,0.913,0
"119","2017-05-24",0.905,0.91,0.905,0.905,0.905,0
"120","2017-05-25",0.9,0.908,0.9,0.908,0.908,0
"121","2017-05-26",0.905,0.91,0.903,0.91,0.91,0
"122","2017-05-28",0.9075,0.915,0.9065,0.91,0.91,0
"123","2017-05-30",0.91,0.92,0.91,0.91,0.91,0
"124","2017-05-31",0.95,0.955,0.95,0.95,0.95,0
"125","2017-06-01",0.953,0.953,0.948,0.948,0.948,0
"126","2017-06-02",0.948,0.955,0.943,0.953,0.953,0
"127","2017-06-04",0.9515,0.959,0.944,0.9505,0.9505,0
"128","2017-06-05",0.955,0.963,0.945,0.948,0.948,0
"129","2017-06-06",0.96,0.96,0.958,0.958,0.958,0
"130","2017-06-07",0.96,0.975,0.96,0.973,0.973,0
"131","2017-06-08",0.965,0.975,0.965,0.973,0.973,0
"132","2017-06-09",0.975,0.985,0.975,0.98,0.98,0
"133","2017-06-11",0.9775,0.985,0.974,0.9765,0.9765,0
"134","2017-06-12",0.98,0.985,0.973,0.973,0.973,0
"135","2017-06-13",0.983,0.985,0.983,0.983,0.983,0
"136","2017-06-14",0.983,0.995,0.975,0.983,0.983,0
"137","2017-06-15",0.983,0.993,0.978,0.993,0.993,0
"138","2017-06-16",0.988,0.988,0.983,0.985,0.985,0
"139","2017-06-18",0.988,0.9915,0.984,0.985,0.985,0
"140","2017-06-19",0.988,0.995,0.985,0.985,0.985,0
"141","2017-06-20",1.003,1.003,0.993,0.993,0.993,0
"142","2017-06-21",0.99,0.99,0.963,0.968,0.968,0
"143","2017-06-22",0.958,0.958,0.93,0.933,0.933,0
"144","2017-06-23",0.928,0.938,0.928,0.933,0.933,0
"145","2017-06-25",0.934,0.9405,0.928,0.933,0.933,0
"146","2017-06-26",0.94,0.943,0.928,0.933,0.933,0
"147","2017-06-27",0.99,0.995,0.99,0.99,0.99,0
"148","2017-06-28",0.99,0.99,0.985,0.985,0.985,0
"149","2017-06-29",0.988,1.01,0.985,1.003,1.003,0
"150","2017-06-30",0.995,1,0.993,0.993,0.993,0
"151","2017-07-02",0.9975,1.0025,0.9955,0.9965,0.9965,0
"152","2017-07-03",1,1.005,0.998,1,1,0
"153","2017-07-05",1.03,1.03,1.02,1.02,1.02,0
"154","2017-07-06",1.02,1.02,1.005,1.008,1.008,0
"155","2017-07-07",1.01,1.015,1.008,1.008,1.008,0
"156","2017-07-09",1.01,1.014,1.008,1.0105,1.0105,0
"157","2017-07-10",1.01,1.013,1.008,1.013,1.013,0
"158","2017-07-11",1.033,1.035,1.033,1.033,1.033,0
"159","2017-07-12",1.03,1.03,1.023,1.023,1.023,0
"160","2017-07-13",1.023,1.023,1.013,1.013,1.013,0
"161","2017-07-14",1.013,1.013,1.008,1.008,1.008,0
"162","2017-07-16",1.009,1.0165,1.0065,1.014,1.014,0
"163","2017-07-17",1.005,1.02,1.005,1.02,1.02,0
"164","2017-07-18",1.038,1.043,1.038,1.04,1.04,0
"165","2017-07-19",1.04,1.095,1.04,1.085,1.085,0
"166","2017-07-20",1.095,1.14,1.093,1.113,1.113,0
"167","2017-07-21",1.12,1.138,1.12,1.138,1.138,0
"168","2017-07-23",1.13,1.148,1.129,1.144,1.144,0
"169","2017-07-24",1.14,1.158,1.138,1.15,1.15,0
"170","2017-07-25",1.17,1.173,1.135,1.143,1.143,0
"171","2017-07-26",1.14,1.14,1.095,1.095,1.095,0
"172","2017-07-27",1.09,1.09,1.075,1.078,1.078,0
"173","2017-07-28",1.078,1.078,1.05,1.053,1.053,0
"174","2017-07-30",1.064,1.0655,1.0425,1.053,1.053,0
"175","2017-07-31",1.05,1.053,1.035,1.053,1.053,0
"176","2017-08-01",1.058,1.07,1.055,1.058,1.058,0
"177","2017-08-02",1.06,1.06,1.048,1.05,1.05,0
"178","2017-08-03",1.045,1.058,1.045,1.058,1.058,0
"179","2017-08-04",1.055,1.058,1.053,1.053,1.053,0
"180","2017-08-06",1.054,1.0555,1.0365,1.043,1.043,0
"181","2017-08-07",1.053,1.053,1.02,1.033,1.033,0
"182","2017-08-08",1.02,1.03,1.02,1.03,1.03,0
"183","2017-08-09",1.025,1.025,1.025,1.025,1.025,0
"184","2017-08-10",1.025,1.025,1.018,1.018,1.018,0
"185","2017-08-11",1.013,1.015,1.01,1.013,1.013,0
"186","2017-08-13",1.014,1.0165,1.0065,1.008,1.008,0
"187","2017-08-14",1.015,1.018,1.003,1.003,1.003,0
"188","2017-08-15",1.003,1.008,1.003,1.008,1.008,0
"189","2017-08-16",1.005,1.01,0.985,0.985,0.985,0
"190","2017-08-17",0.985,0.985,0.973,0.978,0.978,0
"191","2017-08-18",0.975,0.99,0.973,0.988,0.988,0
"192","2017-08-20",0.98,0.9875,0.969,0.9765,0.9765,0
"193","2017-08-21",0.985,0.985,0.965,0.965,0.965,0
"194","2017-08-22",0.995,0.995,0.993,0.995,0.995,0
"195","2017-08-23",0.993,0.995,0.98,0.98,0.98,0
"196","2017-08-24",0.983,0.998,0.983,0.998,0.998,0
"197","2017-08-25",0.993,0.998,0.993,0.995,0.995,0
"198","2017-08-27",0.994,1.0015,0.9915,1,1,0
"199","2017-08-28",0.995,1.005,0.99,1.005,1.005,0
"200","2017-08-29",1.013,1.013,1.005,1.01,1.01,0
"201","2017-08-30",1.01,1.01,0.995,0.998,0.998,0
"202","2017-08-31",0.983,0.988,0.97,0.978,0.978,0
"203","2017-09-01",0.98,0.993,0.973,0.985,0.985,0
"204","2017-09-03",0.98,0.989,0.9715,0.984,0.984,0
"205","2017-09-05",0.98,0.985,0.97,0.983,0.983,0
"206","2017-09-06",1.018,1.04,1.015,1.038,1.038,0
"207","2017-09-07",1.028,1.028,1.018,1.023,1.023,0
"208","2017-09-08",1.018,1.023,1.018,1.02,1.02,0
"209","2017-09-10",1.019,1.0255,1.018,1.02,1.02,0
"210","2017-09-11",1.02,1.028,1.018,1.02,1.02,0
"211","2017-09-12",1.023,1.023,1.018,1.018,1.018,0
"212","2017-09-13",1.02,1.025,1.013,1.018,1.018,0
"213","2017-09-14",1.018,1.028,1.018,1.028,1.028,0
"214","2017-09-15",1.025,1.025,1.01,1.01,1.01,0
"215","2017-09-17",1.019,1.02,1.005,1.005,1.005,0
"216","2017-09-18",1.013,1.015,1,1,1,0
"217","2017-09-19",1.028,1.028,1.018,1.018,1.018,0
"218","2017-09-20",1.015,1.023,1.01,1.02,1.02,0
"219","2017-09-21",1.005,1.02,1.005,1.008,1.008,0
"220","2017-09-22",1.005,1.008,1,1.003,1.003,0
"221","2017-09-24",1.0025,1.0055,0.999,1.0005,1.0005,0
"222","2017-09-25",1,1.003,0.998,0.998,0.998,0
"223","2017-09-26",1.04,1.045,1.04,1.043,1.043,0
"224","2017-09-27",1.043,1.053,1.038,1.038,1.038,0
"225","2017-09-28",1.033,1.035,1.03,1.03,1.03,0
"226","2017-09-29",1.028,1.033,1.025,1.028,1.028,0
"227","2017-10-01",1.0305,1.033,1.019,1.0205,1.0205,0
"228","2017-10-02",1.033,1.033,1.013,1.013,1.013,0
"229","2017-10-03",1.035,1.035,1.035,1.035,1.035,0
"230","2017-10-04",1.04,1.045,1.04,1.043,1.043,0
"231","2017-10-05",1.043,1.043,1.04,1.043,1.043,0
"232","2017-10-06",1.048,1.05,1.043,1.043,1.043,0
"233","2017-10-08",1.0465,1.0475,1.044,1.044,1.044,0
"234","2017-10-09",1.045,1.045,1.045,1.045,1.045,0
"235","2017-10-10",1.048,1.06,1.048,1.055,1.055,0
"236","2017-10-11",1.075,1.075,1.068,1.068,1.068,0
"237","2017-10-12",1.063,1.063,1.053,1.053,1.053,0
"238","2017-10-13",1.053,1.053,1.05,1.05,1.05,0
"239","2017-10-15",1.0515,1.0555,1.05,1.0525,1.0525,0
"240","2017-10-16",1.05,1.058,1.05,1.055,1.055,0
"241","2017-10-17",1.08,1.083,1.073,1.073,1.073,0
"242","2017-10-18",1.075,1.075,1.068,1.068,1.068,0
"243","2017-10-19",1.058,1.065,1.058,1.065,1.065,0
"244","2017-10-20",1.065,1.075,1.065,1.075,1.075,0
"245","2017-10-22",1.0725,1.0775,1.0675,1.0725,1.0725,0
"246","2017-10-23",1.08,1.08,1.07,1.07,1.07,0
"247","2017-10-24",1.098,1.098,1.098,1.098,1.098,0
"248","2017-10-25",1.095,1.098,1.08,1.083,1.083,0
"249","2017-10-26",1.08,1.083,1.075,1.08,1.08,0
"250","2017-10-27",1.075,1.075,1.073,1.073,1.073,0
"251","2017-10-29",1.074,1.0775,1.073,1.074,1.074,0
"252","2017-10-30",1.073,1.08,1.073,1.075,1.075,0
"253","2017-10-31",1.12,1.123,1.118,1.123,1.123,0
"254","2017-11-01",1.123,1.138,1.123,1.138,1.138,0
"255","2017-11-02",1.133,1.143,1.133,1.138,1.138,0
"256","2017-11-03",1.135,1.148,1.135,1.148,1.148,0
"257","2017-11-05",1.1465,1.154,1.144,1.153,1.153,0
"258","2017-11-06",1.158,1.16,1.153,1.158,1.158,0
"259","2017-11-07",1.185,1.208,1.185,1.188,1.188,0
"260","2017-11-08",1.188,1.2,1.188,1.195,1.195,0
"261","2017-11-09",1.205,1.228,1.203,1.203,1.203,0
"262","2017-11-10",1.205,1.205,1.2,1.2,1.2,0
"263","2017-11-12",1.2025,1.2025,1.19,1.1925,1.1925,0
"264","2017-11-13",1.2,1.2,1.18,1.185,1.185,0
"265","2017-11-14",1.228,1.24,1.228,1.24,1.24,0
"266","2017-11-15",1.233,1.245,1.23,1.23,1.23,0
"267","2017-11-16",1.223,1.235,1.223,1.23,1.23,0
"268","2017-11-17",1.23,1.24,1.23,1.24,1.24,0
"269","2017-11-19",1.235,1.2425,1.2325,1.24,1.24,0
"270","2017-11-20",1.24,1.245,1.235,1.24,1.24,0
"271","2017-11-21",1.283,1.29,1.275,1.278,1.278,0
"272","2017-11-22",1.275,1.278,1.255,1.265,1.265,0
"273","2017-11-24",1.263,1.263,1.235,1.24,1.24,0
"274","2017-11-26",1.253,1.253,1.229,1.2315,1.2315,0
"275","2017-11-27",1.243,1.243,1.223,1.223,1.223,0
"276","2017-11-28",1.27,1.27,1.265,1.265,1.265,0
"277","2017-11-29",1.265,1.265,1.25,1.258,1.258,0
"278","2017-11-30",1.263,1.263,1.238,1.238,1.238,0
"279","2017-12-01",1.238,1.255,1.23,1.235,1.235,0
"280","2017-12-03",1.238,1.2525,1.234,1.24,1.24,0
"281","2017-12-04",1.238,1.25,1.238,1.245,1.245,0
"282","2017-12-05",1.263,1.283,1.26,1.283,1.283,0
"283","2017-12-06",1.285,1.29,1.263,1.263,1.263,0
"284","2017-12-07",1.26,1.27,1.25,1.26,1.26,0
"285","2017-12-08",1.263,1.263,1.253,1.253,1.253,0
"286","2017-12-10",1.2565,1.264,1.2515,1.258,1.258,0
"287","2017-12-11",1.25,1.265,1.25,1.263,1.263,0
"288","2017-12-12",1.313,1.313,1.31,1.31,1.31,0
"289","2017-12-13",1.31,1.315,1.27,1.273,1.273,0
"290","2017-12-14",1.278,1.293,1.278,1.283,1.283,0
"291","2017-12-15",1.28,1.29,1.28,1.285,1.285,0
"292","2017-12-17",1.285,1.305,1.285,1.3,1.3,0
"293","2017-12-18",1.29,1.32,1.29,1.315,1.315,0
"294","2017-12-19",1.348,1.353,1.343,1.353,1.353,0
"295","2017-12-20",1.353,1.37,1.35,1.35,1.35,0
"296","2017-12-21",1.35,1.35,1.32,1.32,1.32,0
"297","2017-12-22",1.32,1.32,1.295,1.298,1.298,0
"298","2017-12-24",1.3165,1.3175,1.294,1.3005,1.3005,0
"299","2017-12-26",1.313,1.315,1.293,1.303,1.303,0
"300","2017-12-27",1.433,1.435,1.408,1.408,1.408,0
"301","2017-12-28",1.393,1.413,1.37,1.37,1.37,0
"302","2017-12-29",1.365,1.38,1.35,1.355,1.355,0
"303","2017-12-31",1.3765,1.39,1.3625,1.3665,1.3665,0
"304","2018-01-02",1.388,1.4,1.375,1.378,1.378,0
"305","2018-01-03",1.388,1.39,1.368,1.37,1.37,0
"306","2018-01-04",1.37,1.375,1.37,1.37,1.37,0
"307","2018-01-05",1.37,1.37,1.37,1.37,1.37,0
"308","2018-01-07",1.37,1.375,1.37,1.375,1.375,0
"309","2018-01-08",1.37,1.38,1.37,1.38,1.38,0
"310","2018-01-09",1.418,1.42,1.413,1.415,1.415,0
"311","2018-01-10",1.42,1.423,1.395,1.395,1.395,0
"312","2018-01-11",1.39,1.405,1.39,1.403,1.403,0
"313","2018-01-12",1.398,1.415,1.395,1.41,1.41,0
"314","2018-01-14",1.4065,1.42,1.395,1.4025,1.4025,0
"315","2018-01-16",1.415,1.425,1.395,1.395,1.395,0
"316","2018-01-17",1.413,1.415,1.408,1.415,1.415,0
"317","2018-01-18",1.41,1.418,1.405,1.405,1.405,0
"318","2018-01-19",1.4,1.403,1.398,1.403,1.403,0
"319","2018-01-21",1.4,1.4015,1.394,1.3965,1.3965,0
"320","2018-01-22",1.4,1.4,1.39,1.39,1.39,0
"321","2018-01-23",1.418,1.418,1.41,1.413,1.413,0
"322","2018-01-24",1.413,1.415,1.403,1.41,1.41,0
"323","2018-01-25",1.398,1.4,1.39,1.393,1.393,0
"324","2018-01-26",1.388,1.388,1.38,1.388,1.388,0
"325","2018-01-28",1.3915,1.3915,1.3775,1.3815,1.3815,0
"326","2018-01-29",1.395,1.395,1.375,1.375,1.375,0
"327","2018-01-30",1.413,1.428,1.413,1.425,1.425,0
"328","2018-01-31",1.428,1.443,1.42,1.43,1.43,0
"329","2018-02-01",1.425,1.455,1.42,1.453,1.453,0
"330","2018-02-02",1.445,1.455,1.445,1.45,1.45,0
"331","2018-02-04",1.445,1.459,1.445,1.454,1.454,0
"332","2018-02-05",1.445,1.463,1.445,1.458,1.458,0
"333","2018-02-06",1.498,1.498,1.478,1.488,1.488,0
"334","2018-02-07",1.5,1.533,1.495,1.515,1.515,0
"335","2018-02-08",1.513,1.533,1.51,1.515,1.515,0
"336","2018-02-09",1.513,1.525,1.513,1.525,1.525,0
"337","2018-02-11",1.524,1.5415,1.523,1.53,1.53,0
"338","2018-02-12",1.535,1.558,1.533,1.535,1.535,0
"339","2018-02-13",1.563,1.58,1.553,1.57,1.57,0
"340","2018-02-14",1.563,1.575,1.538,1.55,1.55,0
"341","2018-02-15",1.538,1.56,1.538,1.56,1.56,0
"342","2018-02-16",1.56,1.57,1.56,1.57,1.57,0
"343","2018-02-18",1.5715,1.5775,1.565,1.5715,1.5715,0
"344","2018-02-20",1.583,1.585,1.57,1.573,1.573,0
"345","2018-02-21",1.61,1.613,1.603,1.608,1.608,0
"346","2018-02-22",1.613,1.613,1.605,1.605,1.605,0
"347","2018-02-23",1.603,1.605,1.603,1.605,1.605,0
"348","2018-02-25",1.6015,1.609,1.6015,1.6065,1.6065,0
"349","2018-02-26",1.6,1.613,1.6,1.608,1.608,0
"350","2018-02-27",1.64,1.64,1.635,1.635,1.635,0
"351","2018-02-28",1.63,1.63,1.618,1.618,1.618,0
"352","2018-03-01",1.61,1.618,1.59,1.59,1.59,0
"353","2018-03-02",1.588,1.605,1.588,1.605,1.605,0
"354","2018-03-04",1.599,1.6175,1.599,1.615,1.615,0
"355","2018-03-05",1.61,1.63,1.61,1.625,1.625,0
"356","2018-03-06",1.638,1.653,1.638,1.643,1.643,0
"357","2018-03-07",1.643,1.65,1.64,1.65,1.65,0
"358","2018-03-08",1.645,1.645,1.635,1.635,1.635,0
"359","2018-03-09",1.63,1.64,1.63,1.635,1.635,0
"360","2018-03-11",1.6325,1.6425,1.6325,1.639,1.639,0
"361","2018-03-12",1.635,1.645,1.635,1.643,1.643,0
"362","2018-03-13",1.665,1.69,1.665,1.69,1.69,0
"363","2018-03-14",1.71,1.718,1.7,1.718,1.718,0
"364","2018-03-15",1.723,1.735,1.723,1.733,1.733,0
"365","2018-03-16",1.728,1.74,1.728,1.738,1.738,0
"366","2018-03-18",1.743,1.75,1.728,1.733,1.733,0
"367","2018-03-19",1.758,1.76,1.728,1.728,1.728,0
"368","2018-03-20",1.76,1.76,1.758,1.758,1.758,0
"369","2018-03-21",1.755,1.76,1.695,1.71,1.71,0
"370","2018-03-22",1.683,1.693,1.67,1.683,1.683,0
"371","2018-03-23",1.688,1.695,1.685,1.688,1.688,0
"372","2018-03-25",1.6965,1.704,1.6915,1.6965,1.6965,0
"373","2018-03-26",1.705,1.713,1.698,1.705,1.705,0
"374","2018-03-27",1.753,1.755,1.733,1.733,1.733,0
"375","2018-03-28",1.71,1.72,1.693,1.695,1.695,0
"376","2018-03-29",1.695,1.705,1.67,1.67,1.67,0
"377","2018-04-01",1.689,1.6965,1.6765,1.6765,1.6765,0
"378","2018-04-02",1.683,1.688,1.683,1.683,1.683,0
"379","2018-04-03",1.738,1.74,1.713,1.713,1.713,0
"380","2018-04-04",1.705,1.705,1.668,1.668,1.668,0
"381","2018-04-05",1.66,1.678,1.66,1.675,1.675,0
"382","2018-04-06",1.675,1.68,1.675,1.68,1.68,0
"383","2018-04-08",1.6775,1.68,1.675,1.6775,1.6775,0
"384","2018-04-09",1.68,1.68,1.675,1.675,1.675,0
"385","2018-04-10",1.71,1.715,1.693,1.695,1.695,0
"386","2018-04-11",1.693,1.695,1.688,1.693,1.693,0
"387","2018-04-12",1.69,1.705,1.69,1.705,1.705,0
"388","2018-04-13",1.71,1.718,1.71,1.718,1.718,0
"389","2018-04-15",1.714,1.7255,1.7115,1.7155,1.7155,0
"390","2018-04-16",1.718,1.733,1.713,1.713,1.713,0
"391","2018-04-17",1.74,1.755,1.74,1.755,1.755,0
"392","2018-04-18",1.75,1.783,1.75,1.77,1.77,0
"393","2018-04-19",1.768,1.79,1.768,1.783,1.783,0
"394","2018-04-20",1.77,1.783,1.765,1.765,1.765,0
"395","2018-04-22",1.77,1.783,1.7675,1.774,1.774,0
"396","2018-04-23",1.77,1.783,1.77,1.783,1.783,0
"397","2018-04-24",1.833,1.835,1.823,1.823,1.823,0
"398","2018-04-25",1.815,1.818,1.813,1.815,1.815,0
"399","2018-04-26",1.785,1.8,1.785,1.785,1.785,0
"400","2018-04-27",1.78,1.785,1.768,1.77,1.77,0
"401","2018-04-29",1.7765,1.7865,1.7655,1.7665,1.7665,0
"402","2018-04-30",1.773,1.788,1.763,1.763,1.763,0
"403","2018-05-01",1.823,1.823,1.808,1.81,1.81,0
"404","2018-05-02",1.815,1.82,1.785,1.785,1.785,0
"405","2018-05-03",1.79,1.79,1.78,1.788,1.788,0
"406","2018-05-04",1.785,1.798,1.785,1.793,1.793,0
"407","2018-05-06",1.7875,1.799,1.7875,1.793,1.793,0
"408","2018-05-07",1.79,1.8,1.79,1.793,1.793,0
"409","2018-05-08",1.84,1.845,1.835,1.835,1.835,0
"410","2018-05-09",1.835,1.845,1.835,1.845,1.845,0
"411","2018-05-10",1.84,1.85,1.84,1.845,1.845,0
"412","2018-05-11",1.85,1.86,1.85,1.86,1.86,0
"413","2018-05-13",1.8565,1.864,1.8525,1.8575,1.8575,0
"414","2018-05-14",1.863,1.868,1.855,1.855,1.855,0
"415","2018-05-15",1.875,1.875,1.87,1.875,1.875,0
"416","2018-05-16",1.87,1.883,1.865,1.865,1.865,0
"417","2018-05-17",1.863,1.875,1.863,1.863,1.863,0
"418","2018-05-18",1.863,1.863,1.853,1.855,1.855,0
"419","2018-05-20",1.8605,1.8655,1.8555,1.859,1.859,0
"420","2018-05-21",1.858,1.868,1.858,1.863,1.863,0
"421","2018-05-22",1.89,1.893,1.89,1.893,1.893,0
"422","2018-05-23",1.888,1.89,1.873,1.873,1.873,0
"423","2018-05-24",1.86,1.865,1.858,1.86,1.86,0
"424","2018-05-25",1.855,1.858,1.84,1.853,1.853,0
"425","2018-05-27",1.8525,1.858,1.84,1.8465,1.8465,0
"426","2018-05-29",1.85,1.858,1.84,1.84,1.84,0
"427","2018-05-30",1.893,1.893,1.875,1.878,1.878,0
"428","2018-05-31",1.88,1.88,1.87,1.87,1.87,0
"429","2018-06-01",1.868,1.878,1.865,1.868,1.868,0
"430","2018-06-03",1.8665,1.879,1.8625,1.8665,1.8665,0
"431","2018-06-04",1.865,1.88,1.86,1.865,1.865,0
