Date,Close,Open,Day High,Day Low,delta,range
2017-03-07,1.3413,1.3407,1.3437,1.3384,0.0005999999999999339,0.00529999999999986
2017-03-08,1.3493,1.3417,1.3502,1.3399,0.007600000000000051,0.010299999999999976
2017-03-09,1.3511,1.3497,1.3536,1.3484,0.0014000000000000679,0.005199999999999871
2017-03-10,1.3471,1.3512,1.3516,1.3423,-0.0040999999999999925,0.009299999999999864
2017-03-11,1.3471,1.3473,1.3473,1.3471,-0.00019999999999997797,0.00019999999999997797
2017-03-12,1.3459999999999999,1.3471,1.3471,1.3452,-0.001100000000000101,0.0019000000000000128
2017-03-13,1.3452,1.3471,1.3477,1.3431,-0.0019000000000000128,0.0045999999999999375
2017-03-14,1.3482,1.3451,1.3496,1.344,0.0031000000000001027,0.005599999999999827
2017-03-15,1.3299,1.348,1.3485,1.3297,-0.018100000000000005,0.018799999999999928
2017-03-16,1.3324,1.33,1.3354,1.3278,0.0023999999999999577,0.007599999999999829
2017-03-17,1.3369,1.3324,1.3379,1.3305,0.0044999999999999485,0.007400000000000073
2017-03-18,1.3369,1.3369,1.3369,1.3369,0.0,0.0
2017-03-19,1.3332,1.3369,1.3369,1.3327,-0.0037000000000000366,0.0041999999999999815
2017-03-20,1.3343,1.3369,1.3374,1.3305,-0.0025999999999999357,0.006899999999999906
2017-03-21,1.3351,1.3342,1.3365,1.3267,0.0008999999999999009,0.009800000000000031
2017-03-22,1.3333,1.3356,1.341,1.3321,-0.0022999999999999687,0.008899999999999908
2017-03-23,1.3356,1.3334,1.3359,1.3317,0.0021999999999999797,0.0041999999999999815
2017-03-24,1.3378,1.3356,1.3392,1.3348,0.002200000000000202,0.0043999999999999595
2017-03-25,1.3378,1.3378,1.3378,1.3378,0.0,0.0
2017-03-26,1.3355,1.3378,1.3378,1.3354,-0.0023000000000001908,0.0024000000000001798
2017-03-27,1.3381,1.3378,1.3402,1.3321,0.00029999999999996696,0.008099999999999996
2017-03-28,1.3382,1.3381,1.3417,1.3355,9.999999999998899e-05,0.006199999999999983
2017-03-29,1.3330000000000002,1.3383,1.3402,1.3324,-0.00529999999999986,0.007800000000000029
2017-03-30,1.3341,1.3331,1.3353,1.3278,0.001000000000000112,0.00749999999999984
2017-03-31,1.3322,1.3334,1.3368,1.3285,-0.0011999999999998678,0.008299999999999974
2017-04-01,1.3322,1.3322,1.3322,1.3322,0.0,0.0
2017-04-02,1.3312,1.3322,1.3322,1.3281,-0.001000000000000112,0.0040999999999999925
2017-04-03,1.3382,1.3322,1.3401,1.3311,0.006000000000000005,0.009000000000000119
2017-04-04,1.3403,1.3384,1.3457,1.3374,0.0019000000000000128,0.008299999999999974
2017-04-05,1.3438,1.3402,1.3443,1.338,0.0036000000000000476,0.006299999999999972
2017-04-06,1.3416,1.3439,1.3453,1.34,-0.0023000000000001908,0.00529999999999986
2017-04-07,1.3409,1.3417,1.3432,1.3344,-0.0007999999999999119,0.008799999999999919
2017-04-08,1.3409,1.3409,1.3409,1.3409,0.0,0.0
2017-04-09,1.3405,1.3409,1.3409,1.3282,-0.00039999999999995595,0.012699999999999934
2017-04-10,1.3331,1.3408,1.3427,1.3324,-0.00770000000000004,0.010299999999999976
2017-04-11,1.3328,1.3328,1.3358,1.3311,0.0,0.0047000000000001485
2017-04-12,1.3249,1.3325,1.3342,1.3241,-0.007600000000000051,0.010099999999999998
2017-04-13,1.3331,1.325,1.3338,1.3224,0.008099999999999996,0.011400000000000077
2017-04-14,1.3328,1.3333,1.3339,1.3311,-0.0004999999999999449,0.0028000000000001357
2017-04-15,1.3328,1.3328,1.3328,1.3328,0.0,0.0
2017-04-16,1.3319,1.3328,1.3328,1.3269,-0.0008999999999999009,0.005900000000000016
2017-04-17,1.3319,1.3328,1.3328,1.3264,-0.0008999999999999009,0.006399999999999961
2017-04-18,1.3381,1.3319999999999999,1.3401,1.3315,0.006100000000000216,0.008600000000000163
2017-04-19,1.3479,1.3382,1.3492,1.3376,0.009700000000000042,0.011600000000000055
2017-04-20,1.347,1.3483,1.35,1.3458,-0.0013000000000000789,0.0041999999999999815
2017-04-21,1.3499,1.3475,1.3526,1.3459,0.0024000000000001798,0.006699999999999928
2017-04-22,1.3499,1.3499,1.3499,1.3499,0.0,0.0
2017-04-23,1.348,1.3499,1.3499,1.348,-0.0019000000000000128,0.0019000000000000128
2017-04-24,1.3508,1.3499,1.3523,1.3412,0.0008999999999999009,0.01110000000000011
2017-04-25,1.3576,1.3509,1.3628,1.3505,0.006699999999999928,0.012299999999999978
2017-04-26,1.3619999999999999,1.3577,1.3624,1.3545,0.0042999999999999705,0.007900000000000018
2017-04-27,1.3631,1.3621,1.3671,1.3531,0.0009999999999998899,0.014000000000000012
2017-04-28,1.3663,1.3635,1.3699,1.3626,0.0028000000000001357,0.007299999999999862
2017-04-29,1.3663,1.3663,1.3663,1.3663,0.0,0.0
2017-04-30,1.3653,1.3663,1.3666,1.3648,-0.001000000000000112,0.0018000000000000238
2017-05-01,1.3681,1.3663,1.3688,1.364,0.0018000000000000238,0.0047999999999999154
2017-05-02,1.3711,1.3683,1.3759,1.3651,0.0027999999999999137,0.01079999999999992
2017-05-03,1.3731,1.371,1.3742,1.3684,0.0020999999999999908,0.005800000000000027
2017-05-04,1.3751,1.3731,1.3776,1.3701,0.0020000000000000018,0.00749999999999984
2017-05-05,1.3653,1.375,1.3794,1.3643,-0.009700000000000042,0.015099999999999891
2017-05-06,1.3653,1.3653,1.3653,1.3653,0.0,0.0
2017-05-07,1.3664,1.3653,1.3679,1.3652,0.001100000000000101,0.0026999999999999247
2017-05-08,1.37,1.3653,1.3735,1.3644,0.0047000000000001485,0.009099999999999886
2017-05-09,1.3715,1.3697,1.3754,1.3672,0.0018000000000000238,0.008199999999999985
2017-05-10,1.3671,1.3716,1.3733,1.3648,-0.0044999999999999485,0.008499999999999952
2017-05-11,1.37,1.3671,1.3769999999999998,1.3669,0.0029000000000001247,0.010099999999999776
2017-05-12,1.3715,1.3699,1.3742,1.3669,0.0016000000000000458,0.007300000000000084
2017-05-13,1.3715,1.3715,1.3715,1.3715,0.0,0.0
2017-05-14,1.3708,1.3715,1.3715,1.3686,-0.0006999999999999229,0.0028999999999999027
2017-05-15,1.3637,1.3715,1.3724,1.3603,-0.007800000000000029,0.0121
2017-05-16,1.3611,1.3634,1.3659999999999999,1.3575,-0.0022999999999999687,0.008499999999999952
2017-05-17,1.3588,1.361,1.3643,1.3573,-0.0021999999999999797,0.007000000000000117
2017-05-18,1.3606,1.3592,1.3672,1.3583,0.0014000000000000679,0.008899999999999908
2017-05-19,1.3511,1.3606,1.3612,1.351,-0.009500000000000064,0.010199999999999987
2017-05-20,1.3511,1.3511,1.3511,1.3511,0.0,0.0
2017-05-21,1.3519,1.3511,1.3519999999999999,1.3282,0.0008000000000001339,0.02379999999999982
2017-05-22,1.35,1.3511,1.3542,1.3486,-0.0010999999999998789,0.005600000000000049
2017-05-23,1.3512,1.3501,1.3526,1.3457,0.0010999999999998789,0.006900000000000128
2017-05-24,1.341,1.3515,1.3542,1.3406,-0.010499999999999954,0.013600000000000056
2017-05-25,1.349,1.3409,1.3495,1.3388,0.008099999999999996,0.010699999999999932
2017-05-26,1.3447,1.3489,1.3498,1.3433,-0.0041999999999999815,0.006500000000000172
2017-05-27,1.3448,1.3448,1.3448,1.3448,0.0,0.0
2017-05-28,1.3451,1.3448,1.3452,1.3352,0.00029999999999996696,0.010000000000000009
2017-05-29,1.3459,1.3447,1.3468,1.3428,0.0012000000000000899,0.0040000000000000036
2017-05-30,1.3468,1.3461,1.3507,1.3452,0.0006999999999999229,0.00550000000000006
2017-05-31,1.3497,1.3468,1.3525,1.3438,0.0028999999999999027,0.00869999999999993
2017-06-01,1.3515,1.3496,1.3529,1.3474,0.0019000000000000128,0.00550000000000006
2017-06-02,1.3486,1.3514,1.3548,1.3483,-0.0027999999999999137,0.00649999999999995
2017-06-03,1.3489,1.3489,1.3489,1.3489,0.0,0.0
2017-06-04,1.3491,1.3489,1.3497,1.3352,0.00019999999999997797,0.014499999999999957
2017-06-05,1.3474,1.3486,1.3503,1.3459,-0.0012000000000000899,0.0043999999999999595
2017-06-06,1.3454,1.3475,1.3488,1.3438,-0.0020999999999999908,0.004999999999999893
2017-06-07,1.3509,1.3453,1.3527,1.3427,0.005600000000000049,0.010000000000000009
2017-06-08,1.3516,1.3508,1.3543,1.3486,0.0007999999999999119,0.005700000000000038
2017-06-09,1.3468,1.3517,1.3530000000000002,1.3425,-0.004899999999999904,0.010500000000000176
2017-06-10,1.3466,1.3466,1.3466,1.3466,0.0,0.0
2017-06-11,1.3459,1.3466,1.3466,1.3352,-0.0006999999999999229,0.011400000000000077
2017-06-12,1.3319999999999999,1.3468,1.3472,1.3319,-0.014800000000000146,0.01529999999999987
2017-06-13,1.3243,1.3322,1.3322,1.3213,-0.007900000000000018,0.010900000000000132
2017-06-14,1.3247,1.3243,1.3272,1.3168,0.00039999999999995595,0.010399999999999965
2017-06-15,1.3271,1.3251,1.331,1.3227,0.0020000000000000018,0.008299999999999974
2017-06-16,1.3213,1.3271,1.3275,1.3211,-0.005800000000000027,0.006399999999999961
2017-06-17,1.3219999999999998,1.3219999999999998,1.3219999999999998,1.3219999999999998,0.0,0.0
2017-06-18,1.3215,1.3219999999999998,1.3219999999999998,1.3215,-0.0004999999999999449,0.0004999999999999449
2017-06-19,1.3222,1.3213,1.3256,1.3192,0.0009000000000001229,0.006399999999999961
2017-06-20,1.3269,1.3219999999999998,1.3287,1.3205,0.0049000000000001265,0.008199999999999985
2017-06-21,1.3333,1.327,1.3349,1.3268,0.006299999999999972,0.008099999999999996
2017-06-22,1.3234,1.3328,1.3339,1.321,-0.009400000000000075,0.012900000000000134
2017-06-23,1.3267,1.3234,1.331,1.3211,0.0033000000000000806,0.00990000000000002
2017-06-24,1.3275,1.3275,1.3275,1.3275,0.0,0.0
2017-06-25,1.3265,1.3275,1.3284,1.3259,-0.0009999999999998899,0.0024999999999999467
2017-06-26,1.325,1.3267,1.3267,1.3214,-0.0017000000000000348,0.005300000000000082
2017-06-27,1.3192,1.325,1.3263,1.3148,-0.005800000000000027,0.011500000000000066
2017-06-28,1.304,1.3198,1.3199,1.3014,-0.015800000000000036,0.018500000000000183
2017-06-29,1.3003,1.3037,1.3045,1.2987,-0.0034000000000000696,0.005800000000000027
2017-06-30,1.2966,1.3002,1.3003,1.2951,-0.0036000000000000476,0.0052000000000000934
2017-07-01,1.2964,1.2964,1.2964,1.2964,0.0,0.0
2017-07-02,1.2972,1.2964,1.2998,1.2964,0.0007999999999999119,0.0034000000000000696
2017-07-03,1.3013,1.2966,1.3015,1.2965,0.0046999999999999265,0.0050000000000001155
2017-07-04,1.2935,1.301,1.3016,1.2913,-0.00749999999999984,0.010300000000000198
2017-07-05,1.2958,1.2936,1.3016,1.2930000000000001,0.0021999999999999797,0.008599999999999941
2017-07-06,1.2979,1.296,1.2985,1.2925,0.0019000000000000128,0.006000000000000005
2017-07-07,1.2878,1.2977,1.2996,1.286,-0.00990000000000002,0.013600000000000056
2017-07-08,1.288,1.288,1.288,1.288,0.0,0.0
2017-07-09,1.2888,1.288,1.2888,1.2866,0.0007999999999999119,0.0021999999999999797
2017-07-10,1.2892,1.2878,1.2934,1.2872,0.0013999999999998458,0.006200000000000205
2017-07-11,1.2922,1.2891,1.2945,1.2886,0.0031000000000001027,0.005900000000000016
2017-07-12,1.2749,1.2919999999999998,1.2941,1.2688,-0.017099999999999893,0.0253000000000001
2017-07-13,1.2728,1.2745,1.2772,1.2722,-0.0017000000000000348,0.004999999999999893
2017-07-14,1.2648,1.2728,1.2749,1.2645,-0.008000000000000007,0.010399999999999965
2017-07-15,1.2644,1.2644,1.2644,1.2644,0.0,0.0
2017-07-16,1.2649,1.2644,1.2649,1.2605,0.0004999999999999449,0.0043999999999999595
2017-07-17,1.2698,1.2648,1.2703,1.2628,0.0050000000000001155,0.007500000000000062
2017-07-18,1.2628,1.2698,1.2702,1.2583,-0.007000000000000117,0.011900000000000022
2017-07-19,1.2607,1.2629,1.2653,1.258,-0.0021999999999999797,0.007300000000000084
2017-07-20,1.2590000000000001,1.2604,1.2642,1.2548,-0.0013999999999998458,0.009400000000000075
2017-07-21,1.254,1.2590000000000001,1.2609,1.2524,-0.0050000000000001155,0.008499999999999952
2017-07-22,1.2575,1.2575,1.2575,1.2575,0.0,0.0
2017-07-23,1.2543,1.2575,1.2575,1.2476,-0.0032000000000000917,0.00990000000000002
2017-07-24,1.2513,1.254,1.2551,1.2486,-0.0026999999999999247,0.006500000000000172
2017-07-25,1.2509,1.2513,1.2534,1.2482,-0.000400000000000178,0.0052000000000000934
2017-07-26,1.2439,1.251,1.2541,1.2418,-0.007099999999999884,0.012299999999999978
2017-07-27,1.2563,1.2441,1.2573,1.2416,0.012199999999999989,0.015700000000000047
2017-07-28,1.2434,1.2562,1.2568,1.242,-0.012799999999999923,0.014799999999999924
2017-07-29,1.2434,1.2434,1.2434,1.2434,0.0,0.0
2017-07-30,1.2439,1.2434,1.2439,1.2401,0.0004999999999999449,0.0038000000000000256
2017-07-31,1.249,1.2434,1.2529,1.2434,0.005600000000000049,0.009499999999999842
2017-08-01,1.2541,1.2489,1.2554,1.2452,0.0052000000000000934,0.010199999999999987
2017-08-02,1.2569,1.2539,1.2593,1.2533,0.0029999999999998916,0.006000000000000005
2017-08-03,1.2585,1.2567,1.262,1.2554,0.0018000000000000238,0.006599999999999939
2017-08-04,1.2651,1.2583,1.2669,1.2558,0.006799999999999917,0.011099999999999888
2017-08-05,1.2657,1.2657,1.2657,1.2657,0.0,0.0
2017-08-06,1.2655,1.2657,1.2658,1.2402,-0.00019999999999997797,0.025600000000000067
2017-08-07,1.2678,1.2651,1.2716,1.263,0.0027000000000001467,0.008600000000000163
2017-08-08,1.2670000000000001,1.2681,1.2706,1.2652,-0.0010999999999998789,0.005399999999999849
2017-08-09,1.2699,1.2668,1.2723,1.2665,0.0031000000000001027,0.005800000000000027
2017-08-10,1.2741,1.2698,1.2747,1.2674,0.0042999999999999705,0.007299999999999862
2017-08-11,1.2677,1.274,1.2755,1.2654,-0.006299999999999972,0.010099999999999998
2017-08-12,1.281,1.281,1.281,1.281,0.0,0.0
2017-08-13,1.2666,1.281,1.281,1.2645,-0.014399999999999968,0.01649999999999996
2017-08-14,1.2725,1.2677,1.2733,1.2673,0.0047999999999999154,0.006000000000000005
2017-08-15,1.2755,1.2723,1.278,1.2719,0.0032000000000000917,0.006099999999999994
2017-08-16,1.2619,1.2752,1.2771,1.2611,-0.013299999999999867,0.015999999999999792
2017-08-17,1.2678,1.262,1.2685,1.2589,0.005800000000000027,0.009600000000000053
2017-08-18,1.2586,1.2679,1.2692,1.2558,-0.009300000000000086,0.013400000000000079
2017-08-19,1.2795,1.2795,1.2795,1.2795,0.0,0.0
2017-08-20,1.2563,1.2795,1.2795,1.255,-0.02320000000000011,0.02450000000000019
2017-08-21,1.2559,1.2586,1.2608,1.2555,-0.0026999999999999247,0.00529999999999986
2017-08-22,1.2566,1.2559,1.2597,1.2527,0.0006999999999999229,0.007000000000000117
2017-08-23,1.2554,1.2564,1.2599,1.2541,-0.0009999999999998899,0.005800000000000027
2017-08-24,1.2519,1.2551,1.2563,1.2515,-0.0032000000000000917,0.0047999999999999154
2017-08-25,1.2483,1.2517,1.254,1.2468,-0.0034000000000000696,0.007200000000000095
2017-08-26,1.2479,1.2479,1.2479,1.2479,0.0,0.0
2017-08-27,1.2477,1.2479,1.2492,1.2402,-0.00019999999999997797,0.009000000000000119
2017-08-28,1.2532,1.2483,1.2534,1.2445,0.0049000000000001265,0.00890000000000013
2017-08-29,1.2517,1.2527,1.2552,1.2444,-0.0009999999999998899,0.010800000000000143
2017-08-30,1.2624,1.2516,1.2638,1.2501,0.01079999999999992,0.013700000000000045
2017-08-31,1.2485,1.2622,1.2664,1.2477,-0.013700000000000045,0.01869999999999994
2017-09-01,1.2397,1.2486,1.2493,1.2343,-0.008899999999999908,0.015000000000000124
2017-09-02,1.2397,1.2397,1.2397,1.2397,0.0,0.0
2017-09-03,1.2404,1.2397,1.2427,1.2394,0.0006999999999999229,0.0032999999999998586
2017-09-04,1.2415,1.2397,1.2427,1.2377,0.0018000000000000238,0.004999999999999893
2017-09-05,1.2383,1.2412,1.2418,1.2338,-0.0029000000000001247,0.008000000000000007
2017-09-06,1.2236,1.2378,1.2416,1.2167,-0.01419999999999999,0.024900000000000144
2017-09-07,1.2131,1.2235,1.2242,1.2111,-0.010399999999999965,0.01309999999999989
2017-09-08,1.2158,1.2129,1.2165,1.2064,0.0028999999999999027,0.010099999999999998
2017-09-09,1.2166,1.2166,1.2166,1.2166,0.0,0.0
2017-09-10,1.215,1.2166,1.2176,1.215,-0.0015999999999998238,0.0025999999999999357
2017-09-11,1.2114,1.2158,1.2171,1.2099,-0.0043999999999999595,0.007200000000000095
2017-09-12,1.2183,1.2112,1.2191,1.2083,0.007099999999999884,0.010800000000000143
2017-09-13,1.2175,1.2179,1.2222,1.2131,-0.00039999999999995595,0.009099999999999886
2017-09-14,1.2178,1.2173,1.224,1.2158,0.0004999999999999449,0.008199999999999985
2017-09-15,1.2196,1.2177,1.2218,1.2128,0.0019000000000000128,0.008999999999999897
2017-09-16,1.2196,1.2196,1.2196,1.2196,0.0,0.0
2017-09-17,1.2194,1.2196,1.2196,1.2186,-0.00019999999999997797,0.001000000000000112
2017-09-18,1.2295,1.2196,1.2337,1.2172,0.00990000000000002,0.01649999999999996
2017-09-19,1.2294,1.2293,1.2311,1.2256,9.999999999998899e-05,0.00550000000000006
2017-09-20,1.2328,1.2292,1.2391,1.2199,0.0035999999999998256,0.019200000000000106
2017-09-21,1.2328,1.2329,1.237,1.2321,-0.00010000000000021103,0.0049000000000001265
2017-09-22,1.2339,1.2323,1.2352,1.2254,0.0016000000000000458,0.009800000000000031
2017-09-23,1.2339,1.2339,1.2339,1.2339,0.0,0.0
2017-09-24,1.2339,1.2339,1.2341,1.2335,0.0,0.0005999999999999339
2017-09-25,1.2377,1.2339,1.2386,1.2313,0.0038000000000000256,0.007299999999999862
2017-09-26,1.2347,1.2374,1.2414,1.232,-0.0027000000000001467,0.009400000000000075
2017-09-27,1.2475,1.2345,1.2485,1.2337,0.013000000000000123,0.014799999999999924
2017-09-28,1.2437,1.2476,1.252,1.2417,-0.0039000000000000146,0.010299999999999976
2017-09-29,1.247,1.2434,1.2529,1.2417,0.0036000000000000476,0.011199999999999877
2017-09-30,1.247,1.247,1.247,1.247,0.0,0.0
2017-10-01,1.2483,1.247,1.2492,1.247,0.0012999999999998568,0.0021999999999999797
2017-10-02,1.2511,1.247,1.2525,1.247,0.0040999999999999925,0.005499999999999838
2017-10-03,1.2489,1.2512,1.254,1.2481,-0.0023000000000001908,0.005900000000000016
2017-10-04,1.248,1.2492,1.2499,1.245,-0.0012000000000000899,0.004899999999999904
2017-10-05,1.2566,1.2479,1.2586,1.2463,0.00869999999999993,0.012299999999999978
2017-10-06,1.2533,1.2568,1.2596,1.2528,-0.0034999999999998366,0.006800000000000139
2017-10-07,1.2532,1.2532,1.2532,1.2532,0.0,0.0
2017-10-08,1.2531,1.2532,1.2533,1.2528,-9.999999999998899e-05,0.000500000000000167
2017-10-09,1.2553,1.2533,1.256,1.2527,0.0020000000000000018,0.0033000000000000806
2017-10-10,1.2517,1.2552,1.2557,1.2484,-0.0035000000000000586,0.007300000000000084
2017-10-11,1.2458,1.2516,1.253,1.2453,-0.005800000000000027,0.007699999999999818
2017-10-12,1.2479,1.2457,1.2492,1.2434,0.0021999999999999797,0.005800000000000027
2017-10-13,1.2467,1.2478,1.2521,1.2446,-0.001100000000000101,0.007500000000000062
2017-10-14,1.2466,1.2466,1.2466,1.2466,0.0,0.0
2017-10-15,1.2475,1.2466,1.2477,1.2466,0.0009000000000001229,0.001100000000000101
2017-10-16,1.2519,1.2467,1.2555,1.2467,0.0052000000000000934,0.008800000000000141
2017-10-17,1.2524,1.252,1.2590000000000001,1.2514,0.00039999999999995595,0.007600000000000051
2017-10-18,1.2463,1.2524,1.2535,1.2459,-0.006099999999999994,0.007600000000000051
2017-10-19,1.2487,1.2464,1.2497,1.2451,0.0022999999999999687,0.0045999999999999375
2017-10-20,1.2627,1.2488,1.2632,1.2477,0.013900000000000023,0.01550000000000007
2017-10-21,1.2627,1.2626,1.2627,1.2626,9.999999999998899e-05,9.999999999998899e-05
2017-10-22,1.2626,1.2627,1.2627,1.2623,-9.999999999998899e-05,0.00039999999999995595
2017-10-23,1.2648,1.2627,1.2662,1.2614,0.0020999999999999908,0.0047999999999999154
2017-10-24,1.2678,1.2647,1.2694,1.2622,0.0031000000000001027,0.007200000000000095
2017-10-25,1.2792,1.268,1.2819999999999998,1.2661,0.011199999999999877,0.015899999999999803
2017-10-26,1.2849,1.2791,1.2859,1.2784,0.005800000000000027,0.007500000000000062
2017-10-27,1.28,1.2851,1.2918,1.28,-0.005099999999999882,0.011800000000000033
2017-10-28,1.2813,1.2813,1.2813,1.2813,0.0,0.0
2017-10-29,1.2831,1.2813,1.2832,1.2813,0.0017999999999998018,0.0018999999999997907
2017-10-30,1.2834,1.28,1.2862,1.28,0.0034000000000000696,0.006199999999999983
2017-10-31,1.2894,1.2833,1.2916,1.2824,0.006099999999999994,0.009200000000000097
2017-11-01,1.2873,1.2898,1.291,1.2856,-0.0024999999999999467,0.005399999999999849
2017-11-02,1.281,1.2873,1.2877,1.2802,-0.006300000000000194,0.007500000000000062
2017-11-03,1.2767,1.2812,1.2837,1.2718,-0.0044999999999999485,0.011900000000000022
2017-11-04,1.2767,1.276,1.2767,1.276,0.0006999999999999229,0.0006999999999999229
2017-11-05,1.2764,1.2767,1.2767,1.2747,-0.00029999999999996696,0.0020000000000000018
2017-11-06,1.2711,1.2767,1.2784,1.2704,-0.005600000000000049,0.008000000000000007
