Date,price,cpi,adjprice,delta
,,,,
2017-01-03,1151,812.4,141.6789759,5.1
2017-01-04,1164.3,818.9,142.1785322,13.3
2017-01-05,1176.7,829.4,141.8736436,12.4
2017-01-06,1175.9,831.2,141.4701636,-0.8
2017-01-09,1178.5,845.1,139.4509525,2.6
2017-01-10,1189.5,855.7,139.0089985,11
2017-01-11,1178.6,863.4,136.5068334,-10.9
2017-01-12,1205.1,865.7,139.2052674,26.5
2017-01-13,1190.4,855.6,139.1304348,-14.7
2017-01-16,1203,869.3,138.3872081,12.6
2017-01-17,1216.1,874,139.1418764,13.1
2017-01-18,1214.8,872.1,139.2959523,-1.3
2017-01-19,1196.1,866.4,138.0540166,-18.7
2017-01-20,1200.6,865.5,138.7175043,4.5
2017-01-23,1212.9,870.4,139.3497243,12.3
2017-01-24,1216.8,873.7,139.2697722,3.9
2017-01-25,1195,865.2,138.1183541,-21.8
2017-01-26,1189.7,864.5,137.6171197,-5.3
2017-01-27,1184.9,860.5,137.6990122,-4.8
2017-01-30,1192.8,857.6,139.0858209,7.9
2017-01-31,1212.8,870.8,139.2742306,20
2017-02-01,1203.7,863.7,139.3655204,-9.1
2017-02-02,1222,870.3,140.4113524,18.3
2017-02-03,1215.2,861.8,141.0071942,-6.8
2017-02-06,1226.8,868.9,141.1900104,11.6
2017-02-07,1231,877.9,140.2209819,4.2
2017-02-08,1242.1,882.7,140.715985,11.1
2017-02-09,1236.8,875.1,141.3324192,-5.3
2017-02-10,1228.3,869.7,141.2326089,-8.5
2017-02-13,1222.3,864.8,141.3390379,-6
2017-02-14,1230.8,870,141.4712644,8.5
2017-02-15,1224.4,865.7,141.4346771,-6.4
2017-02-16,1240.6,875.4,141.7180717,16.2
2017-02-17,1242,873.8,142.137789,1.4
2017-02-20,1237.3,868.4,142.4804238,-4.7
2017-02-21,1233.2,867,142.2376009,-4.1
2017-02-22,1236.7,865.9,142.8224968,3.5
2017-02-23,1247.9,869.4,143.5357718,11.2
2017-02-24,1253.7,876.9,142.9695518,5.8
2017-02-27,1257.2,879.1,143.0098965,3.5
2017-02-28,1255.6,881.1,142.5036886,-1.6
2017-03-01,1240.4,875.1,141.7438007,-15.2
2017-03-02,1238.1,877.2,141.1422709,-2.3
2017-03-03,1226.5,871.3,140.7666705,-11.6
2017-03-06,1231,872.8,141.04033,4.5
2017-03-07,1216.7,859.6,141.5425779,-14.3
2017-03-08,1209.2,859.5,140.6864456,-7.5
2017-03-09,1206.6,861.6,140.0417827,-2.6
2017-03-10,1202.7,854.8,140.6995788,-3.9
2017-03-13,1204.2,855.8,140.7104464,1.5
2017-03-14,1204.6,854.2,141.0208382,0.4
2017-03-15,1198.8,847.1,141.5181206,-5.8
2017-03-16,1229.4,857.3,143.4037093,30.6
2017-03-17,1229.6,856.2,143.6113058,0.2
2017-03-20,1232.4,858.3,143.5861587,2.8
2017-03-21,1241.6,862.9,143.886893,9.2
2017-03-22,1249.1,868.7,143.7895706,7.5
2017-03-23,1247.5,869.6,143.4567617,-1.6
2017-03-24,1247.5,867.4,143.8206133,0
2017-03-27,1257.6,873.2,144.0219881,10.1
2017-03-28,1257.3,873.7,143.9052306,-0.3
2017-03-29,1251.1,872.5,143.3925501,-6.2
2017-03-30,1248.8,868.3,143.8212599,-2.3
2017-03-31,1244.9,867.1,143.5705224,-3.9
2017-04-03,1247.3,869.4,143.4667587,2.4
2017-04-04,1257.7,878.5,143.1644849,10.4
2017-04-05,1245.8,873.3,142.6542998,-11.9
2017-04-06,1252.5,878.7,142.5401161,6.7
2017-04-07,1266.5,889,142.4634421,14
2017-04-10,1250.1,878.5,142.2993739,-16.4
2017-04-11,1252.9,878.9,142.5531915,2.8
2017-04-12,1274.3,889.4,143.2763661,21.4
2017-04-13,1284.2,894.7,143.5341455,9.9
2017-04-14,1284.2,894.7,143.5341455,0
2017-04-17,1284.2,894.4,143.5822898,0
2017-04-18,1279,892.3,143.3374426,-5.2
2017-04-19,1279.1,891.8,143.42902,0.1
2017-04-20,1282.1,892.3,143.6848594,3
2017-04-21,1281.9,891.7,143.7591118,-0.2
2017-04-24,1269.4,875.2,145.0411335,-12.5
2017-04-25,1267.8,874.1,145.0406132,-1.6
2017-04-26,1261.9,867.6,145.4472107,-5.9
2017-04-27,1262.8,866.9,145.6684739,0.9
2017-04-28,1266.5,869.4,145.6751783,3.7
2017-05-01,1266.5,869.3,145.691936,0
2017-05-02,1255.5,859,146.1583236,-11
2017-05-03,1250.3,855.3,146.182626,-5.2
2017-05-04,1228.5,842.4,145.8333333,-21.8
2017-05-05,1228.1,842.4,145.78585,-0.4
2017-05-08,1229.8,845.6,145.4351939,1.7
2017-05-09,1220.4,842.4,144.8717949,-9.4
2017-05-10,1223,844.5,144.8194198,2.6
2017-05-11,1223.2,843.8,144.9632614,0.2
2017-05-12,1231.3,846.9,145.389066,8.1
2017-05-15,1233.3,845.6,145.8491012,2
2017-05-16,1234.2,872.5,141.4555874,0.9
2017-05-17,1257.4,872.6,144.0980976,23.2
2017-05-18,1255.9,872.8,143.8932172,-1.5
2017-05-19,1252,872.9,143.4299462,-3.9
2017-05-22,1258.9,873.1,144.1873783,6.9
2017-05-23,1260.2,873.2,144.3197435,1.3
2017-05-24,1252.6,873.4,143.4165331,-7.6
2017-05-25,1257,873.5,143.9038351,4.4
2017-05-26,1265.1,873.7,144.7979856,8.1
2017-05-29,1265.1,873.8,144.7814145,0
2017-05-30,1262.7,873.9,144.4902163,-2.4
2017-05-31,1266.2,874.1,144.8575678,3.5
2017-06-01,1264.9,874.2,144.6922901,-1.3
2017-06-02,1275,874.4,145.8142726,10.1
2017-06-05,1280,874.5,146.3693539,5
2017-06-06,1293.5,874.7,147.8792729,13.5
2017-06-07,1291,874.8,147.5765889,-2.5
2017-06-08,1273.1,875,145.4971429,-17.9
2017-06-09,1266.6,875.1,144.7377443,-6.5
2017-06-12,1266.4,875.3,144.6818234,-0.2
2017-06-13,1262,875.4,144.1626685,-4.4
2017-06-14,1275.5,875.6,145.6715395,13.5
2017-06-15,1254.6,875.7,143.2682425,-20.9
2017-06-16,1255.4,875.8,143.343229,0.8
2017-06-19,1248.2,876,142.4885845,-7.2
2017-06-20,1242.2,876.1,141.7874672,-6
2017-06-21,1242.5,876.3,141.7893415,0.3
2017-06-22,1250.8,876.4,142.7202191,8.3
2017-06-23,1255.7,876.6,143.2466347,4.9
2017-06-26,1245.3,876.7,142.0440287,-10.4
2017-06-27,1249.6,876.9,142.5019957,4.3
2017-06-28,1248,877,142.3033067,-1.6
2017-06-29,1243.5,877.2,141.7578659,-4.5
2017-06-30,1242.3,877.3,141.6049242,-1.2
2017-07-03,1229.3,877.5,140.0911681,-13
2017-07-04,1223.8,877.6,139.4484959,-5.5
2017-07-05,1220.3,877.8,139.0179995,-3.5
2017-07-06,1224.9,877.9,139.5261419,4.6
2017-07-07,1215.7,878,138.4624146,-9.2
2017-07-10,1211.9,878.2,137.9981781,-3.8
2017-07-11,1211.1,878.3,137.8913811,-0.8
2017-07-12,1218.8,878.5,138.7364826,7.7
2017-07-13,1218.9,878.6,138.7320738,0.1
2017-07-14,1230.3,878.8,139.9977242,11.4
2017-07-17,1234.1,878.9,140.4141541,3.8
2017-07-18,1240.8,879.1,141.1443522,6.7
2017-07-19,1242.2,879.2,141.2875341,1.4
2017-07-20,1238.7,879.4,140.8574028,-3.5
2017-07-21,1248.6,879.5,141.9670267,9.9
2017-07-24,1255.6,879.7,142.7304763,7
2017-07-25,1254.4,879.8,142.5778586,-1.2
2017-07-26,1248.1,880,141.8295455,-6.3
2017-07-27,1261.1,880.1,143.2905352,13
2017-07-28,1264.9,880.2,143.7059759,3.8
2017-07-31,1267.6,880.4,143.9800091,2.7
2017-08-01,1271,880.5,144.3498012,3.4
2017-08-02,1269.6,880.7,144.1580561,-1.4
2017-08-03,1268.1,880.8,143.9713896,-1.5
2017-08-04,1257.7,881,142.7582293,-10.4
2017-08-07,1258,881.1,142.7760754,0.3
2017-08-08,1261.8,881.3,143.1748553,3.8
2017-08-09,1271.1,881.4,144.2137509,9.3
2017-08-10,1284.4,881.6,145.6896552,13.3
2017-08-11,1286.1,881.7,145.8659408,1.7
2017-08-14,1282.3,881.9,145.401973,-3.8
2017-08-15,1270.3,882,144.0249433,-12
2017-08-16,1272.8,882.1,144.2920304,2.5
2017-08-17,1285.2,882.3,145.6647399,12.4
2017-08-18,1295.8,882.4,146.8495014,10.6
2017-08-21,1292.9,882.6,146.4876501,-2.9
2017-08-22,1284.2,882.7,145.4854424,-8.7
2017-08-23,1286.7,882.9,145.7356439,2.5
2017-08-24,1289,883,145.9796149,2.3
2017-08-25,1285.3,883.2,145.5276268,-3.7
2017-08-28,1285.3,883.3,145.5111514,0
2017-08-29,1318.7,883.5,149.2586304,33.4
2017-08-30,1308.5,883.6,148.0873699,-10.2
2017-08-31,1311.8,883.8,148.427246,3.3
2017-09-01,1320.4,883.9,149.3834144,8.6
2017-09-04,1333.1,884.1,150.7861102,12.7
2017-09-05,1335.6,884.2,151.0517982,2.5
2017-09-06,1337.9,884.3,151.2948095,2.3
2017-09-07,1343.5,884.5,151.8937253,5.6
2017-09-08,1346.3,884.6,152.1930816,2.8
2017-09-11,1334.2,884.8,150.7911392,-12.1
2017-09-12,1326.5,884.9,149.9039439,-7.7
2017-09-13,1327.6,885.1,149.9943509,1.1
2017-09-14,1324.6,885.2,149.6384998,-3
2017-09-15,1322.9,885.4,149.4126948,-1.7
2017-09-18,1312.1,885.5,148.1761717,-10.8
2017-09-19,1309.6,885.7,147.8604494,-2.5
2017-09-20,1311.3,885.8,148.035674,1.7
2017-09-21,1292.1,886,145.8352144,-19.2
2017-09-22,1294.8,886.1,146.1234624,2.7
2017-09-25,1293.3,886.3,145.9212456,-1.5
2017-09-26,1300.1,886.4,146.6719314,6.8
2017-09-27,1282.6,886.5,144.6813311,-17.5
2017-09-28,1283.4,886.7,144.7389196,0.8
2017-09-29,1283.1,886.8,144.6887686,-0.3
2017-10-02,1273.7,887,143.5963923,-9.4
2017-10-03,1271.3,887.1,143.3096607,-2.4
