model_100;18.4753691110225;7.4740000978714865e-34;0.08935384344808835;0.08943762962427951;0.10481787018474316;0.11940252166433432
model_101;10.391529341395024;1.532993122888787e-17;0.09295843484014579;0.08919567507259625;0.1018813307307296;0.11561454755743754
model_102;4.123788473496119;7.762157278940741e-05;0.097887912208272;0.08700009043683711;0.10200071305640225;0.118715208695875
model_103;13.99973232473418;3.2958237743971563e-25;0.09182190825951468;0.0917361305700135;0.10528900765731375;0.12388495153497867
model_104;15.730255547856046;1.1135171241766975e-28;0.09856655794320647;0.09697589047790803;0.11592873814995834;0.13360764931157693
model_105;7.4632486344242;3.324029645975742e-11;0.1000207109549611;0.09035560127693354;0.10670020127228198;0.12028086554143846
model_106;2.94202267428644;0.004061040402657977;0.10351521007178985;0.09318630981076624;0.10653411032389559;0.12258560310319527
model_107;8.342481797892559;4.406674816776119e-13;0.09656134247779846;0.08812086729659248;0.10398506158273955;0.11928462429144948
model_108;-0.9438871096164544;0.3475251869843573;0.10753033886250761;0.0910195904908721;0.10665368665861248;0.12036667748824838
model_109;10.328023819784269;2.1079890208779434e-17;0.09171396171309285;0.08835505575095255;0.10046211330313415;0.11501080757871117
model_10;-0.33422606179378683;0.7389159690540841;0.10198311000755153;0.0875770580599603;0.10171406457670208;0.11328116074665305
model_110;10.587156802616164;5.751300957069788e-18;0.08906273815550447;0.08480151047565274;0.09811500427453568;0.11144653661656626
model_111;8.229680990448088;7.711414582831107e-13;0.0927605137382586;0.08701514468057868;0.0992411407653588;0.11226600925102062
model_112;2.7637413291385267;0.006814979190611881;0.11113571467780575;0.09859032832930997;0.1140084014799624;0.1335727879681538
model_113;10.135585864920174;5.537364516035002e-17;0.0931846792473621;0.0905563189580883;0.10107814035720901;0.11490372960100469
model_114;2.964066220362003;0.0038033895892131448;0.10651905719459671;0.09180533747697614;0.10963184224308732;0.1262394540088693
model_115;-0.10840861309815525;0.9138909864763265;0.1172388070022937;0.10019169957136985;0.11711695928864818;0.14045708204053112
model_116;13.836993581340524;7.117449771641953e-25;0.08544095673780773;0.08375352644121524;0.0947450550273031;0.10610315874795016
model_117;4.9403740647153676;3.173347657170968e-06;0.1018643962968256;0.08791401913178336;0.10681606309884721;0.12146690887274202
model_118;-3.902730114372544;0.00017362717098980856;0.10405216619525988;0.08661372007168446;0.10067522093591272;0.11571454172281875
model_119;7.323920201138051;6.529686242660887e-11;0.10084264247303772;0.0907504007066648;0.10765650043249629;0.12401107391918596
model_11;10.06635573343094;7.839255267208395e-17;0.0998036465079514;0.0956613492105425;0.10897305322493901;0.12489405120770956
model_120;8.301680463636298;5.396023794846248e-13;0.09354155141975462;0.0861969733053876;0.10068299036480235;0.11506581798042219
model_121;8.698350219986043;7.489198405375535e-14;0.1087397823551881;0.10170964727696684;0.11713439489672664;0.13429962113960503
model_122;17.853615694130916;1.0207713527176702e-32;0.0941677348515422;0.09498841987596345;0.11183268678364987;0.13028600166753396
model_123;9.162912306408222;7.322688436367128e-15;0.09998759857772552;0.0925754794140452;0.10858895770149589;0.12549456977045415
model_124;5.849221277715009;6.387816051331303e-08;0.09618853731560953;0.08692227688032328;0.10138144475901611;0.11674076019181419
model_125;15.278589038699083;8.658266159318329e-28;0.08846628366364646;0.0889520533142861;0.10332231380706704;0.11881991445096497
model_126;16.39510448183264;5.698245352674147e-30;0.08421171903274186;0.08491086676841621;0.09806322267083291;0.11181122388873134
model_127;11.937864593515236;6.967098591179082e-21;0.09784465708491422;0.09627480928056403;0.10842400559106123;0.12685022126768053
model_128;1.4948774897108317;0.13812721548361184;0.0995657566320343;0.08573726057699046;0.1009381769372741;0.11654522116344
model_129;14.132939356383126;1.758958010986081e-25;0.09975978701385026;0.09825810590355667;0.11557155682826505;0.13188228410543854
model_12;12.926930255940352;5.563137589517418e-23;0.09314351014255248;0.09208620255140915;0.10574788111456318;0.12368635172696457
model_130;10.711805396571874;3.0816900799209214e-18;0.09526679115657954;0.09254783760641039;0.10467281229002477;0.12026616577635106
model_131;7.670400945384916;1.211207776231345e-11;0.09835286165789231;0.08845033811539718;0.10548176097391783;0.11983784303529975
model_132;3.6849747943523012;0.00037323919778658744;0.09237044726104773;0.08450456547368433;0.09497572868109985;0.10748676241365905
model_133;6.002511586121057;3.2093194966854404e-08;0.09542973477815844;0.08572766031186606;0.10086132637330703;0.11651347869450283
model_134;-4.486588455728732;1.95449000436859e-05;0.10601452910869393;0.08898880942388601;0.10214823438211998;0.11946478547509183
